funded_amnt,term,int_rate,sub_grade,addr_state,verification_status,annual_inc,emp_length,delinq_2yrs,inq_last_6mths,revol_util,acc_now_delinq,open_il_6m,open_il_12m,open_il_24m,total_bal_il,all_util,inq_fi,inq_last_12m,delinq_amnt,num_il_tl,total_il_high_credit_limit,Class
10000,term_36,5.32,A1,MA,Not_Verified,65000,emp_lt_1,0,0,25.5,0,3,0,0,29232,42,0,0,0,7,56593,good
18000,term_36,11.47,B5,IL,Verified,57000,emp_4,0,0,50.6,0,3,1,3,26943,54,1,2,0,5,48290,good
6900,term_36,12.99,C2,TX,Source_Verified,115000,emp_ge_10,0,1,6.2,0,2,4,5,79267,68,3,7,0,12,84889,good
23900,term_60,21.18,E3,MD,Not_Verified,64000,emp_5,2,1,29.8,1,4,1,2,33899,62,1,2,864,10,50225,good
10000,term_36,9.8,B3,CA,Source_Verified,65000,emp_4,0,0,58.1,0,0,0,0,0,65,0,0,0,1,0,good
7000,term_36,9.17,B2,TX,Not_Verified,38000,emp_4,1,1,27.1,0,2,0,0,11466,42,0,1,0,2,24467,good
4000,term_36,8.39,B1,IL,Not_Verified,37000,emp_1,0,0,57.9,0,0,0,0,0,58,0,0,0,2,0,good
30000,term_36,13.67,C3,MN,Source_Verified,100000,emp_2,0,0,71.5,0,3,0,2,32914,65,5,2,0,6,89154,good
6350,term_36,13.67,C3,CT,Verified,70000,emp_ge_10,2,0,76,1,4,0,0,72118,76,0,2,2506,5,113362,good
10000,term_36,5.32,A1,OK,Not_Verified,75000,emp_ge_10,1,1,20.1,0,0,0,0,0,20,0,3,0,0,0,good
5500,term_36,9.16,B2,PA,Not_Verified,46600,emp_6,0,1,67.2,0,2,0,1,19919,49,0,1,0,3,44743,good
20000,term_36,13.99,C4,OR,Verified,70000,emp_ge_10,2,1,53.4,0,3,2,2,26647,55,1,2,0,5,48440,good
16800,term_60,19.99,E1,WA,Source_Verified,54000,emp_ge_10,0,2,43,0,2,0,0,34507,57,1,3,0,4,55874,good
1000,term_36,13.67,C3,FL,Not_Verified,30000,emp_5,0,0,9.2,0,0,0,0,0,9,1,2,0,0,0,good
7000,term_36,6.99,A3,TX,Not_Verified,25000,emp_ge_10,1,1,35.5,0,0,0,0,0,36,0,1,0,3,0,good
7000,term_36,8.39,B1,MI,Source_Verified,42000,emp_2,1,0,25.1,0,3,0,1,69903,62,2,3,0,15,74740,good
24000,term_36,13.44,C3,LA,Source_Verified,70000,emp_3,0,2,74.6,0,2,0,1,5599,70,0,3,0,9,10491,good
6500,term_36,10.75,B4,WA,Source_Verified,50000,emp_lt_1,0,0,38.4,0,1,0,1,6425,49,0,2,0,5,9820,good
10000,term_36,7.39,A4,NJ,Not_Verified,56000,emp_ge_10,0,1,18.8,0,1,0,1,11103,28,0,1,0,3,15000,good
12000,term_60,11.99,C1,IL,Not_Verified,50000,emp_ge_10,0,1,64.1,0,3,1,4,22264,69,3,4,0,15,30551,good
10000,term_36,10.75,B4,AZ,Source_Verified,43000,emp_lt_1,1,0,69.5,0,2,1,1,19156,49,1,2,0,3,42441,good
28000,term_36,11.99,C1,NH,Not_Verified,90000,emp_3,1,2,88,0,2,0,0,7884,47,1,3,0,4,27208,good
17000,term_36,11.99,C1,NV,Not_Verified,50000,emp_unk,1,3,29.2,0,1,0,0,7229,38,1,5,0,2,8730,good
24000,term_60,11.99,C1,SC,Source_Verified,67000,emp_ge_10,0,1,66.8,0,3,1,1,25307,51,0,1,0,13,53796,good
20000,term_60,20.75,E2,FL,Not_Verified,60000,emp_ge_10,1,0,82.9,0,1,0,0,14062,68,0,1,0,5,23859,good
15000,term_36,11.47,B5,IN,Verified,43500,emp_unk,0,1,70.4,0,2,1,2,26299,68,1,1,0,5,39481,good
10800,term_36,10.75,B4,GA,Verified,40000,emp_2,0,0,2.2,0,1,0,1,17099,67,0,0,0,3,21128,good
15000,term_60,20.75,E2,IL,Verified,50000,emp_ge_10,0,1,58.3,0,2,2,2,21678,72,4,3,0,7,26925,good
10000,term_36,8.39,B1,FL,Not_Verified,42000,emp_unk,0,0,36.1,0,1,1,1,8300,56,0,1,0,1,9000,good
14500,term_60,6.97,A3,NJ,Source_Verified,61269,emp_ge_10,0,0,61.7,0,0,0,0,0,62,0,0,0,5,0,good
11325,term_36,16.29,D1,PA,Verified,27000,emp_unk,0,0,42.7,0,0,0,0,0,43,3,1,0,3,0,good
12000,term_36,7.89,A5,GA,Not_Verified,85000,emp_ge_10,1,1,22.2,0,0,0,0,0,22,5,4,0,6,0,good
9500,term_36,14.46,C4,NY,Verified,95000,emp_ge_10,0,3,25,0,1,1,1,23452,25,2,4,0,4,25000,good
16000,term_36,7.91,A5,CO,Not_Verified,81200,emp_7,0,0,62.9,0,8,0,1,36788,65,0,0,0,9,53174,good
28000,term_36,6.49,A2,FL,Source_Verified,140000,emp_4,1,0,35.9,0,6,0,1,51405,42,1,1,0,10,107458,good
33600,term_36,16.29,D1,TX,Source_Verified,70000,emp_ge_10,0,0,57.5,0,1,1,1,38093,58,2,1,0,8,41930,good
12000,term_60,12.99,C2,WA,Source_Verified,50000,emp_5,0,0,49.9,0,0,0,0,12015,60,1,0,0,3,15000,good
4800,term_36,9.75,B3,TN,Source_Verified,45000,emp_9,0,0,16.2,0,1,0,1,5457,25,1,2,0,2,9600,good
15000,term_60,11.47,B5,MA,Source_Verified,126000,emp_lt_1,1,0,22.9,0,2,0,0,14578,45,0,0,0,5,29798,good
5000,term_36,7.49,A4,CT,Not_Verified,25000,emp_unk,0,4,2.5,0,1,0,1,11058,17,0,6,0,6,15376,good
18000,term_36,18.25,D3,FL,Verified,110000,emp_ge_10,0,1,55.3,0,1,0,0,63174,55,1,3,0,12,41220,bad
3600,term_36,11.47,B5,AR,Verified,45000,emp_lt_1,3,0,27.1,0,3,2,4,36907,63,0,3,0,15,37052,good
35000,term_60,14.85,C5,IL,Source_Verified,110000,emp_3,0,1,41.8,0,4,0,1,159631,38,0,1,0,12,154795,good
12000,term_36,11.47,B5,ID,Verified,67500,emp_4,0,0,41.4,0,2,1,2,18817,60,1,0,0,6,22101,good
12650,term_36,11.99,C1,MI,Verified,60000,emp_1,1,1,22.1,0,3,2,2,94884,43,0,2,0,21,111053,good
12000,term_60,14.46,C4,FL,Source_Verified,80000,emp_5,1,0,62.2,0,1,0,1,30160,62,0,0,0,7,37079,good
12800,term_60,19.53,D5,UT,Verified,30000,emp_2,0,0,35.9,0,2,2,3,21721,72,0,1,0,12,23678,good
7000,term_36,9.16,B2,MI,Source_Verified,42000,emp_lt_1,0,0,83.7,0,17,1,2,59115,105,3,5,0,21,54559,good
15000,term_36,15.77,D1,IL,Not_Verified,80000,emp_ge_10,0,1,52.9,0,3,2,4,100596,85,1,6,0,12,112207,good
35000,term_36,9.16,B2,OH,Verified,220000,emp_ge_10,0,1,75.8,0,1,0,1,10719,64,0,1,0,3,21439,good
12000,term_36,5.32,A1,MI,Not_Verified,150000,emp_5,0,0,47.6,0,2,0,1,21032,50,0,0,0,5,38000,good
1000,term_36,10.75,B4,NY,Source_Verified,85000,emp_6,0,2,78,0,6,0,0,22225,79,0,2,0,20,27489,good
7050,term_36,18.25,D3,MI,Verified,28000,emp_2,0,1,74,0,1,1,1,10673,76,1,5,0,3,12347,good
20000,term_36,11.99,C1,FL,Source_Verified,49000,emp_ge_10,1,0,89.7,0,1,0,0,10623,89,0,0,0,11,12193,good
8200,term_36,17.27,D3,WI,Source_Verified,78185,emp_ge_10,1,1,77.4,0,2,0,2,30026,80,0,1,0,18,36252,good
16000,term_36,17.27,D2,AR,Not_Verified,67148,emp_ge_10,0,1,36.5,0,2,1,2,7808,66,1,1,0,10,10055,good
17000,term_36,14.85,C5,MO,Source_Verified,72000,emp_1,2,3,65,0,1,1,3,29347,83,1,4,0,12,30663,good
18000,term_60,17.27,D2,MI,Not_Verified,36000,emp_ge_10,0,1,43.2,0,0,0,0,0,43,0,1,0,3,0,good
24000,term_36,6.99,A3,NM,Verified,190000,emp_3,1,0,34,0,1,1,2,43832,34,0,0,0,4,49978,good
6000,term_36,11.99,C1,FL,Not_Verified,80000,emp_lt_1,0,3,76,0,1,1,1,4502,76,0,4,0,4,5000,good
30000,term_36,6.97,A3,NJ,Source_Verified,95000,emp_ge_10,0,0,27.8,0,1,0,0,13950,26,0,0,0,3,39337,good
10000,term_60,13.67,C3,GA,Not_Verified,54000,emp_ge_10,0,0,35.6,0,2,0,2,24205,64,3,3,0,8,29439,good
23450,term_36,9.17,B2,WI,Source_Verified,51000,emp_6,0,0,54.6,0,1,0,0,2961,51,0,3,0,2,8114,good
30000,term_60,15.77,D1,FL,Source_Verified,40400,emp_5,0,0,58.4,0,3,0,0,41413,50,0,0,0,5,77475,good
23725,term_60,18.99,D4,CA,Verified,130000,emp_ge_10,5,5,67,0,2,2,2,33246,67,0,4,0,13,35371,good
7200,term_36,7.89,A5,WA,Source_Verified,75920,emp_7,1,1,74.8,0,8,1,3,63016,79,1,4,0,18,79263,good
9800,term_36,5.32,A1,NV,Source_Verified,90000,emp_1,0,1,11.2,0,8,2,4,145628,54,2,5,0,31,158844,good
8000,term_36,10.75,B4,NY,Source_Verified,75000,emp_ge_10,0,1,29.7,0,0,1,1,33495,56,0,1,0,2,34276,good
2500,term_36,10.75,B4,LA,Source_Verified,72000,emp_ge_10,0,0,85.7,0,2,1,1,172752,84,0,0,0,6,181817,good
18475,term_60,21.97,E4,CT,Verified,44000,emp_unk,0,0,68.7,0,1,0,0,8610,65,0,0,0,4,14715,good
10000,term_36,8.39,B1,AZ,Not_Verified,90000,emp_5,0,1,57.3,0,1,0,0,3652,30,0,1,0,2,27909,good
9500,term_36,10.78,B4,CA,Source_Verified,60000,emp_3,0,0,84.5,0,3,0,0,13028,79,1,1,0,3,17237,good
24500,term_60,18.99,D4,SC,Not_Verified,45000,emp_9,1,0,77.7,0,0,0,0,0,78,1,2,0,1,0,bad
18000,term_60,13.67,C3,TX,Not_Verified,120000,emp_5,0,1,48.6,0,1,1,1,34710,49,1,3,0,2,36062,good
15025,term_36,11.47,B5,CA,Not_Verified,155000,emp_3,0,0,54.3,0,3,1,5,55858,65,0,0,0,17,78393,good
17650,term_60,20.75,E2,TX,Not_Verified,76000,emp_4,0,0,20.9,0,5,2,4,107262,77,6,5,0,15,117466,bad
30000,term_60,9.75,B3,NY,Source_Verified,205000,emp_lt_1,0,1,31.1,0,2,0,1,172011,47,2,1,0,7,194739,good
15850,term_36,9.75,B3,CA,Source_Verified,50000,emp_6,0,0,53.6,0,1,0,1,7873,56,2,0,0,6,13498,good
16800,term_60,18.25,D3,PA,Not_Verified,48000,emp_8,0,2,97.6,0,2,1,2,27946,94,1,5,0,4,30828,good
20000,term_60,18.25,D3,TX,Verified,86400,emp_6,0,0,50,0,2,0,3,47737,71,1,3,0,11,72734,good
10000,term_36,9.75,B3,NJ,Not_Verified,90000,emp_ge_10,0,3,25.6,0,4,1,2,31117,46,1,3,0,14,48048,good
16000,term_36,7.39,A4,NJ,Source_Verified,60000,emp_4,0,0,71.6,0,1,0,0,10280,59,0,0,0,1,20905,good
17000,term_36,12.99,C2,AR,Source_Verified,56000,emp_9,0,2,87.8,0,3,2,4,68926,75,4,13,0,10,81152,good
11200,term_36,7.89,A5,TX,Not_Verified,50000,emp_lt_1,0,1,41,0,1,0,1,105,41,0,1,0,3,3500,good
33550,term_36,15.31,C5,CA,Not_Verified,180000,emp_2,0,0,72.4,0,1,0,1,18087,74,0,0,0,2,30000,good
20000,term_36,9.8,B3,DC,Source_Verified,98000,emp_7,0,0,34.6,0,0,0,0,0,35,0,3,0,0,0,good
22000,term_36,14.46,C4,ME,Source_Verified,50000,emp_9,0,0,37.5,0,0,0,0,0,38,0,1,0,2,0,good
16000,term_60,9.75,B3,VA,Source_Verified,40000,emp_3,0,0,65.7,0,9,2,2,58306,93,1,2,0,18,54194,good
12000,term_36,12.99,C2,NE,Verified,45036,emp_9,0,1,58.1,0,2,1,1,85405,76,3,8,0,25,87231,good
24000,term_60,13.67,C3,OH,Source_Verified,60000,emp_8,0,1,65.3,0,2,0,3,25779,78,4,4,0,16,26972,good
14400,term_36,7.49,A4,GA,Verified,95000,emp_8,0,1,37.8,0,0,0,0,0,38,0,2,0,0,0,good
10000,term_36,18.99,D4,TX,Verified,30000,emp_3,0,1,15.4,0,1,1,1,18744,59,1,3,0,1,22154,good
10650,term_60,11.99,C1,NC,Source_Verified,57375,emp_7,0,0,66.4,0,0,0,0,0,66,0,4,0,1,0,good
7000,term_36,11.47,B5,CA,Source_Verified,85000,emp_unk,1,0,56.2,0,13,0,1,52281,92,0,0,0,34,52605,good
18000,term_36,8.49,B1,TX,Source_Verified,42800,emp_lt_1,0,1,8.7,0,1,1,1,17103,39,3,4,0,3,18562,good
10500,term_36,24.11,F2,TX,Verified,35000,emp_6,0,1,95.5,0,2,1,1,11274,79,1,1,0,3,17254,good
16200,term_36,16.29,D1,FL,Source_Verified,45000,emp_4,0,1,4.1,0,2,2,3,40408,50,1,2,0,5,43416,bad
3000,term_36,11.99,C1,MI,Verified,19752,emp_unk,0,0,29.8,0,3,2,2,8007,29,0,0,0,6,30503,good
6000,term_36,11.99,C1,CT,Not_Verified,30000,emp_9,1,1,31.5,0,1,0,0,11477,43,0,2,0,2,21760,good
20000,term_36,7.89,A5,NC,Not_Verified,125000,emp_4,1,0,49.3,0,1,0,0,26351,49,0,0,0,2,51112,good
3050,term_36,19.53,D5,MN,Source_Verified,54000,emp_ge_10,1,0,87.2,0,4,1,4,65456,80,0,1,0,29,83184,good
35000,term_60,10.75,B4,PA,Source_Verified,114400,emp_ge_10,0,0,13.3,0,6,1,4,81362,68,4,3,0,13,113295,good
3600,term_36,10.78,B4,NV,Source_Verified,60000,emp_9,0,0,77.2,0,0,0,0,0,77,0,0,0,1,0,good
5000,term_36,6.97,A3,TN,Source_Verified,52000,emp_5,0,0,16.7,0,5,1,2,64177,77,1,2,0,17,75232,good
25000,term_36,7.89,A5,VA,Verified,110000,emp_ge_10,0,0,24.3,0,1,0,1,26829,24,0,3,0,11,37840,good
5925,term_36,14.46,C4,TX,Source_Verified,40000,emp_lt_1,1,0,59.4,0,2,0,1,15664,66,2,1,0,3,23032,good
10075,term_60,23.13,F1,MN,Verified,35000,emp_2,0,0,38.9,0,1,1,7,30155,69,3,3,0,7,33225,good
23900,term_60,15.77,D1,PA,Not_Verified,52000,emp_lt_1,0,1,48.5,0,2,0,1,31764,63,0,1,0,6,37977,good
8500,term_36,5.32,A1,KY,Verified,40000,emp_ge_10,0,0,10.7,0,0,0,0,0,11,0,0,0,5,0,good
15425,term_36,14.46,C4,MO,Verified,48632,emp_4,1,0,62.5,0,3,3,5,13678,68,0,0,0,10,19807,good
9600,term_36,9.75,B3,GA,Source_Verified,38000,emp_ge_10,0,0,89.6,0,1,0,1,11344,70,4,0,0,1,17781,good
15000,term_60,19.53,D5,NY,Verified,166000,emp_ge_10,0,4,17.3,0,4,1,2,38590,41,0,6,0,6,55612,good
10000,term_60,18.25,D3,MI,Source_Verified,58000,emp_3,2,2,15.8,0,1,0,2,624,12,5,10,0,5,7943,good
12000,term_36,11.47,B5,PA,Source_Verified,62000,emp_ge_10,1,1,76.4,0,1,1,2,17667,83,3,4,0,5,19642,good
24000,term_60,10.75,B4,TN,Source_Verified,70000,emp_4,0,2,69.4,0,2,1,2,32294,76,0,4,0,4,40296,good
18000,term_60,14.46,C4,TN,Verified,126000,emp_ge_10,0,1,87.8,0,2,1,1,84347,93,1,2,0,16,98313,good
9000,term_36,6.97,A3,OH,Source_Verified,76000,emp_ge_10,3,0,43.8,0,2,0,0,3671,38,0,0,0,4,12866,good
12000,term_36,6.99,A3,MI,Source_Verified,70000,emp_ge_10,0,1,51,0,8,1,2,33030,51,0,1,0,10,41529,good
20000,term_36,18.25,D3,NV,Verified,83000,emp_lt_1,0,1,36.5,0,2,1,1,45872,82,4,7,0,4,54699,good
11200,term_60,12.99,C2,CT,Not_Verified,50000,emp_8,0,1,12.8,0,2,1,3,22806,42,3,2,0,10,30624,good
5000,term_36,10.75,B4,IL,Verified,47000,emp_5,0,0,57.8,0,0,0,0,0,58,0,0,0,4,0,good
5000,term_36,11.99,C1,FL,Source_Verified,65000,emp_3,2,1,42.3,0,1,0,2,12296,57,0,1,0,4,16801,good
12500,term_36,11.99,C1,AZ,Source_Verified,55000,emp_2,0,0,67.6,0,1,0,1,25734,80,2,1,0,3,30343,good
14775,term_60,25.09,F4,MN,Verified,50000,emp_3,0,0,53.7,0,4,1,3,42261,64,0,0,0,7,58823,bad
20000,term_36,7.89,A5,WI,Source_Verified,145000,emp_7,0,1,64.3,0,3,1,2,34861,70,3,3,0,7,39746,good
30000,term_36,6.99,A3,MI,Verified,260000,emp_ge_10,0,1,70,0,3,0,1,21643,70,0,2,0,9,42212,good
8400,term_36,11.99,C1,NY,Source_Verified,20000,emp_3,0,0,18.8,0,0,0,0,0,19,1,2,0,1,0,good
24725,term_60,18.25,D3,OH,Not_Verified,85000,emp_ge_10,1,0,27.7,0,2,0,1,33658,45,0,1,0,4,53813,good
8000,term_36,6.49,A2,AZ,Source_Verified,100000,emp_9,0,0,8.5,0,2,1,2,28957,40,0,0,0,5,63129,good
20000,term_60,11.47,B5,TX,Source_Verified,70000,emp_ge_10,1,0,77,0,3,1,1,52289,77,0,1,0,6,77148,good
15000,term_36,11.48,B5,NY,Not_Verified,38000,emp_ge_10,1,0,40.1,0,0,0,0,0,40,0,1,0,0,0,good
17525,term_36,20.75,E2,CA,Not_Verified,50000,emp_8,1,1,22,0,1,1,1,12337,54,3,3,0,2,13055,good
14400,term_36,11.47,B5,IL,Not_Verified,105000,emp_1,0,0,62,0,3,2,2,16199,57,0,1,0,5,32075,good
10000,term_36,11.48,B5,TX,Source_Verified,42000,emp_2,0,1,57.8,0,0,0,0,0,58,0,2,0,3,0,good
10000,term_36,10.75,B4,CA,Verified,52000,emp_8,1,0,38.6,0,3,1,2,38176,66,0,1,0,6,49274,good
13250,term_60,9.16,B2,CA,Not_Verified,45100,emp_1,0,0,43.9,0,2,1,2,26261,68,1,1,0,2,31810,good
8000,term_36,15.77,D1,PA,Not_Verified,48000,emp_7,0,1,69.2,0,1,0,1,16881,66,2,1,0,10,27180,good
20000,term_36,12.99,C2,AZ,Source_Verified,90000,emp_4,0,2,73.9,0,16,0,1,72806,78,1,2,0,31,91787,good
23950,term_36,27.34,G1,NY,Source_Verified,65000,emp_3,0,0,72,0,0,0,0,0,72,0,0,0,0,0,good
8000,term_36,6.49,A2,MA,Not_Verified,50000,emp_ge_10,0,1,37.7,0,1,0,1,5098,40,1,1,0,2,11736,good
12000,term_60,15.31,C5,IL,Not_Verified,80000,emp_9,0,1,33.3,0,2,1,2,9040,41,3,2,0,8,18377,good
6500,term_36,12.88,C2,VA,Source_Verified,98000,emp_9,0,0,67.7,0,1,0,0,22250,69,0,0,0,2,36926,good
28500,term_60,22.45,F1,VA,Verified,75000,emp_lt_1,0,0,94.7,0,4,2,3,40410,76,1,0,0,5,57474,good
9000,term_36,11.99,C1,NY,Not_Verified,34600,emp_unk,0,1,65.5,0,1,1,1,18077,80,0,2,0,10,19742,good
25000,term_36,7.39,A4,NC,Not_Verified,112000,emp_1,0,0,29.2,0,2,1,2,36095,56,0,2,0,10,47292,good
20000,term_60,17.97,D4,SD,Verified,168000,emp_ge_10,0,0,93.8,0,4,2,4,74179,88,2,3,0,8,87749,bad
30000,term_36,6.99,A3,MN,Source_Verified,149000,emp_lt_1,0,1,47.8,0,15,1,1,170903,72,3,6,0,56,210082,good
6000,term_36,14.85,C5,OK,Not_Verified,40000,emp_ge_10,0,1,44.3,0,1,1,2,23197,57,0,3,0,12,35741,good
12000,term_36,9.75,B3,NJ,Source_Verified,62000,emp_8,0,1,30.7,0,2,0,1,33630,64,2,2,0,4,45116,good
33000,term_36,7.91,A5,NY,Source_Verified,160000,emp_6,0,0,54.4,0,4,0,1,148954,70,0,1,0,24,166465,good
30000,term_60,12.99,C2,HI,Source_Verified,72172,emp_ge_10,0,1,73.4,0,5,0,1,41793,84,0,1,0,11,51128,good
8000,term_36,9.75,B3,GA,Verified,58000,emp_lt_1,0,1,37.8,0,3,1,2,120968,72,0,2,0,18,124534,good
20000,term_36,7.91,A5,TX,Not_Verified,190000,emp_3,0,1,60.7,0,13,1,1,39057,75,0,1,0,20,44873,good
16000,term_36,8.39,B1,TX,Not_Verified,70000,emp_4,0,0,54.2,0,11,0,1,64712,84,0,0,0,24,68032,good
10000,term_36,5.32,A1,UT,Source_Verified,82000,emp_5,0,0,59.3,0,2,0,4,32129,77,1,0,0,12,37931,good
20000,term_36,5.32,A1,MI,Not_Verified,250000,emp_ge_10,0,0,25.7,0,7,1,2,95444,69,2,6,0,11,109484,good
19000,term_36,8.49,B1,UT,Not_Verified,80000,emp_8,0,0,46.5,0,0,0,0,0,47,0,0,0,3,0,good
11400,term_36,10.78,B4,AZ,Source_Verified,100000,emp_1,0,3,53.3,0,3,0,4,26084,61,0,5,0,8,40081,good
16000,term_36,5.32,A1,TX,Not_Verified,110000,emp_ge_10,0,1,38.2,0,2,1,1,24772,46,1,3,0,11,40908,good
10000,term_36,21.97,E4,OH,Source_Verified,33000,emp_4,0,3,53,0,2,1,1,22618,65,2,6,0,7,32463,bad
16800,term_36,13.67,C3,IL,Source_Verified,330000,emp_6,0,2,68.9,0,6,2,4,78900,64,2,4,0,13,131019,bad
15000,term_60,22.45,E5,WI,Source_Verified,50000,emp_ge_10,1,2,26.4,0,3,3,5,31116,74,5,4,0,12,33487,good
31500,term_36,11.47,B5,MS,Source_Verified,63024,emp_ge_10,0,0,45.6,0,1,0,1,9485,49,0,0,0,1,15291,good
23100,term_60,11.99,C1,PA,Verified,89000,emp_lt_1,0,0,11.9,0,10,0,2,53541,37,1,0,0,16,90756,good
12000,term_36,11.99,C1,NV,Verified,78000,emp_ge_10,0,0,27.2,0,2,1,3,28215,56,2,0,0,8,34864,good
17550,term_60,19.89,E3,CA,Source_Verified,35131,emp_lt_1,0,0,51.8,0,4,0,0,36488,73,0,0,0,7,37059,good
5600,term_36,11.48,B5,NC,Not_Verified,155000,emp_2,0,1,87,0,2,0,1,32100,83,0,1,0,3,45037,good
15000,term_36,11.47,B5,OR,Not_Verified,70000,emp_5,0,0,6.9,0,15,5,9,147414,96,1,2,0,36,127365,good
10000,term_36,11.99,C1,AZ,Source_Verified,55000,emp_5,0,1,60.4,0,1,2,2,6141,67,1,5,0,2,7500,good
17000,term_36,7.89,A5,NY,Source_Verified,210000,emp_ge_10,2,1,55.8,0,0,0,0,0,56,0,2,0,3,0,good
9600,term_36,9.17,B2,CA,Not_Verified,30000,emp_ge_10,0,1,26.6,0,0,0,0,0,27,0,2,0,2,0,good
5400,term_36,14.85,C5,NC,Verified,43000,emp_2,0,3,66.6,0,1,0,1,15823,72,0,3,0,3,19548,good
35000,term_36,13.44,C3,PA,Source_Verified,150000,emp_lt_1,1,0,71.1,0,3,0,1,48832,74,3,2,0,14,64026,good
5650,term_36,10.75,B4,MI,Not_Verified,73000,emp_6,1,1,18.5,0,3,2,3,19484,40,1,6,0,8,30123,good
15600,term_60,7.91,A5,PA,Not_Verified,62500,emp_lt_1,0,0,8.6,0,3,1,2,44082,47,1,1,0,17,56978,good
15000,term_36,7.39,A4,GA,Verified,73000,emp_7,0,0,34.9,0,2,2,4,33902,50,7,1,0,12,55656,good
10000,term_60,13.67,C3,OH,Not_Verified,40000,emp_7,0,2,10,0,2,1,2,17118,55,3,11,0,6,19400,good
28000,term_36,5.32,A1,MI,Not_Verified,150000,emp_2,0,0,35.4,0,2,0,0,56038,36,0,0,0,17,86578,good
28000,term_36,9.8,B3,IN,Verified,103723,emp_4,1,0,63,0,1,1,1,7152,63,0,1,0,3,7526,good
28000,term_36,7.89,A5,PA,Verified,77000,emp_8,0,2,59.5,0,3,1,3,23164,65,4,2,0,6,32082,good
15000,term_60,11.99,C1,TX,Source_Verified,137000,emp_1,0,0,81.3,0,4,2,2,67624,82,1,4,0,17,83687,good
35000,term_36,11.47,B5,GA,Verified,275000,emp_ge_10,0,2,67,0,3,2,2,89379,67,0,2,0,10,110498,good
20000,term_36,15.31,C5,IL,Not_Verified,64000,emp_3,0,0,77.3,0,2,0,3,34758,73,2,1,0,5,49474,good
15300,term_36,18.99,D4,FL,Not_Verified,62500,emp_2,1,0,0,0,1,1,1,9499,64,0,0,0,7,12889,good
24650,term_60,20.5,E4,OR,Not_Verified,70000,emp_lt_1,0,1,63.6,0,5,4,5,49799,74,5,8,0,14,64946,good
15000,term_60,7.89,A5,TX,Verified,95000,emp_2,0,0,32.9,0,8,1,2,184661,60,2,1,0,12,198267,good
28800,term_36,7.89,A5,WI,Not_Verified,60000,emp_unk,0,0,49.5,0,0,0,0,0,50,0,1,0,0,0,good
6000,term_36,7.39,A4,IN,Source_Verified,72000,emp_5,0,0,62.6,0,3,0,0,22937,49,0,0,0,6,52354,good
12000,term_36,13.67,C3,AL,Verified,49000,emp_ge_10,1,0,74.5,0,0,0,0,0,75,2,1,0,7,0,good
15450,term_36,13.67,C3,TN,Verified,41000,emp_ge_10,0,0,94.6,0,1,1,3,6506,80,3,4,0,20,12491,good
20000,term_60,11.99,C1,PA,Source_Verified,50000,emp_3,0,0,67.6,0,1,0,0,916,50,0,0,0,3,8247,good
12000,term_36,9.75,B3,MD,Not_Verified,70259,emp_3,1,0,43.8,0,2,1,1,15635,54,0,3,0,6,59010,good
25000,term_36,5.32,A1,NY,Source_Verified,80000,emp_9,1,1,48.2,0,1,0,1,9315,50,0,5,0,4,15795,good
9875,term_36,15.31,C5,MO,Verified,50000,emp_ge_10,0,2,31.1,0,2,2,2,42449,73,2,7,0,3,43152,good
6000,term_36,6.97,A3,NE,Source_Verified,45000,emp_4,0,2,28.1,0,0,0,0,0,28,2,3,0,5,0,good
32875,term_36,9.75,B3,AL,Not_Verified,110000,emp_ge_10,0,0,29.5,0,2,0,1,20309,38,0,0,0,9,65625,good
8900,term_36,18.99,D4,AZ,Source_Verified,35000,emp_lt_1,1,1,23.8,1,0,0,0,0,24,1,2,0,1,0,good
24000,term_36,11.99,C1,AZ,Verified,120000,emp_2,0,1,42.3,0,6,3,5,81021,54,3,9,0,12,100404,good
21000,term_60,14.46,C4,CA,Not_Verified,120000,emp_1,0,0,68.9,0,3,1,2,10574,44,2,1,0,11,59424,good
25000,term_36,12.99,C2,TN,Verified,140000,emp_ge_10,0,1,49.3,0,7,2,4,99248,64,2,4,0,15,140808,good
20800,term_36,11.99,C1,DE,Not_Verified,80000,emp_ge_10,0,1,58.7,0,2,1,1,64358,73,1,5,0,19,70021,good
8000,term_36,9.16,B2,NC,Not_Verified,65000,emp_3,1,0,34.4,0,4,0,2,30600,49,0,0,0,8,47844,good
10975,term_36,21.18,E3,NY,Verified,39000,emp_lt_1,0,0,85.4,0,2,0,1,11822,84,1,0,0,2,14378,bad
12000,term_36,5.32,A1,KY,Source_Verified,80000,emp_ge_10,0,0,71.6,0,1,0,1,21059,72,0,0,0,5,37054,good
10000,term_60,10.75,B4,NM,Source_Verified,70000,emp_3,0,1,59.1,0,1,1,1,14582,66,2,7,0,4,15764,good
12500,term_36,17.27,D2,IN,Not_Verified,60000,emp_ge_10,0,0,68.9,0,6,2,2,46314,56,2,2,0,14,87543,good
5000,term_36,14.46,C4,CO,Source_Verified,45000,emp_4,0,0,87.4,0,0,0,0,0,87,0,1,0,0,0,good
21000,term_60,11.99,C1,WV,Source_Verified,54000,emp_ge_10,0,1,35,0,4,2,4,22117,51,1,2,0,14,39613,good
15000,term_36,9.75,B3,TX,Verified,100000,emp_7,0,0,94.2,0,9,2,4,86417,91,1,4,0,14,94925,good
