Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,129000,7,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,10,1,1,1,Remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,85000,2,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,3,1,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
India,7341.06592277199,2,1,1,100,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,1,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
India,6606.95933049479,2,1,1,20,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.197768316,9,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,81250,15,1,1,10,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,0,1
India,17618.5582146528,7,1,1,10000,Not remote,8,1,0,1,1,0,1,0,1,0,0,0,0,0
United Kingdom,40062.5,10,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,1,0,0,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,145000,20,0,1,20,Remote,10,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,105000,3,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000,8,0,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,16,1,1,20,Not remote,8,1,1,1,1,0,0,1,0,0,0,0,1,1
United States,124000,14,1,1,100,Remote,9,0,0,1,0,1,1,0,0,0,0,0,1,1
United States,125000,20,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,1,0,0,1000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,1
Germany,26451.6129032258,4,0,1,20,Not remote,4,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,78000,4,0,1,1000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,104440,19,1,1,5000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,2642.78373219792,1,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,68181.8181818182,12,1,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,94000,2,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,14,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,5,1,1,20,Not remote,7,0,1,0,0,1,0,1,0,0,0,0,1,1
United Kingdom,47500,8,0,1,1000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,168000,9,1,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
United States,130000,6,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,139000,10,1,1,500,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,0
Germany,51612.9032258064,12,1,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,68750,7,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,165000,18,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,28630.1570988107,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,80000,5,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,43939.3939393939,6,0,1,5000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,87500,3,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,50000,4,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,4,1,1,1,Not remote,8,0,0,1,1,0,1,0,0,0,1,0,0,1
Canada,27272.7272727273,2,0,1,20,Not remote,8,0,1,1,0,0,1,0,0,0,1,0,0,1
Canada,45454.5454545455,9,0,1,20,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
Germany,69892.4731182796,10,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4052.26838937014,2,0,1,20,Not remote,2,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,62500,18,1,1,5000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
United Kingdom,53750,4,0,1,1,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,22500,2,0,1,1,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,34375,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,69000,4,0,1,20,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,56250,4,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,14,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,76000,4,0,1,100,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,92500,5,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,1,1,0,1
United States,54500,2,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,37878.7878787879,1,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,14,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,87500,10,1,1,1,Not remote,8,0,1,0,0,1,0,0,0,0,0,1,1,1
United Kingdom,90000,20,0,0,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,155000,10,1,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,70000,1,0,1,10000,Not remote,3,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,75000,2,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,120000,4,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,155000,15,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,5,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,61290.3225806452,2,0,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,13213.9186609896,16,0,0,1,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,75000,20,0,1,20,Not remote,8,0,1,1,0,1,1,0,0,0,1,0,0,1
United States,136000,16,0,1,10000,Remote,8,0,1,1,0,1,0,0,0,0,0,0,1,1
United Kingdom,37500,5,0,1,20,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,34480,2,0,0,500,Not remote,5,1,0,0,0,0,0,0,0,0,0,0,0,1
Canada,59090.9090909091,9,0,1,20,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,125000,11,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,75000,2,0,1,1000,Not remote,9,0,1,1,0,1,0,0,0,0,1,0,0,1
United States,98000,14,0,0,1000,Not remote,2,0,0,1,0,1,0,0,0,0,0,1,0,0
United States,85000,5,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,65625,11,0,1,1,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,10,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,6,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,95000,4,0,0,10000,Not remote,10,0,0,1,0,1,0,0,0,0,0,0,0,1
Germany,49462.3655913978,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,64400,1,0,1,1000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,1,1
United States,95000,12,1,1,1000,Not remote,8,0,1,0,0,1,1,0,0,0,0,0,1,1
United States,138500,8,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,12903.2258064516,4,0,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,0,1
India,2936.42636910879,1,1,1,100,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,105913.978494624,20,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,1,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,116000,17,1,0,5000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,58000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,2,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,93000,9,1,1,1000,Remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,35000,20,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,134000,15,1,1,10000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,75757.5757575758,14,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,60606.0606060606,5,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,43680,2,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,2,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,96000,11,1,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,0,1
United States,86000,5,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,74000,13,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,37500,1,1,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
Germany,48387.0967741935,9,1,1,500,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,125000,6,1,1,20,Not remote,10,1,0,0,0,0,0,0,0,1,0,0,0,0
United States,82500,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8809.27910732638,3,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,72000,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,36363.6363636364,1,1,1,20,Not remote,7,0,0,0,0,0,1,0,0,1,0,0,1,1
United States,116000,12,0,0,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
Canada,75757.5757575758,20,1,1,10000,Not remote,10,0,0,1,1,0,0,0,0,1,0,0,0,1
United States,106000,15,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,4,1,1,1000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56625,3,0,1,100,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,100000,10,0,1,500,Remote,9,0,0,0,0,0,1,0,0,0,1,0,0,1
Germany,59139.7849462366,5,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,57500,0,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,71969.696969697,10,0,0,100,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,135000,12,1,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,72000,1,0,0,5000,Not remote,3,1,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,50000,20,1,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,74000,17,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,73118.2795698925,12,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,81120,1,0,0,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,85696,3,0,0,10000,Not remote,6,0,0,0,1,0,1,0,0,0,0,0,0,0
Germany,53763.4408602151,2,1,0,10000,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,50000,1,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,15856.7023931875,3,0,0,5000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,60606.0606060606,6,1,1,100,Not remote,6,0,0,1,0,1,0,0,0,0,1,0,0,0
Germany,77419.3548387097,2,0,0,10000,Remote,6,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,47500,7,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,3,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,158100,19,1,1,10000,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,0,0
Germany,58064.5161290323,10,1,1,20,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,60000,1,0,1,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,3,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,97500,9,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000,18,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,50000,0,0,1,1,Not remote,8,1,0,1,1,0,0,0,0,1,0,0,0,1
Canada,56818.1818181818,8,0,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,102000,4,0,1,500,Not remote,8,0,0,0,0,0,0,0,1,0,1,0,0,1
United States,68000,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,117000,6,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,40000,1,0,1,1,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,180000,10,1,1,20,Not remote,8,1,0,0,0,0,0,0,0,1,0,0,0,1
United States,70000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,125000,12,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3876.08280722361,0,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
India,29364.2636910879,1,1,0,10000,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,98000,7,0,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,5263.15789473684,7,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,144000,20,1,1,500,Not remote,8,0,0,0,0,0,0,0,1,0,0,0,0,0
United States,120000,20,1,1,100,Not remote,7,0,0,1,1,0,0,0,1,0,0,0,0,1
United States,150000,20,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,71969.696969697,8,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
Germany,75268.8172043011,20,1,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,53763.4408602151,17,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,11,0,1,5000,Not remote,3,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,135000,15,0,1,100,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,125000,4,1,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,26881.7204301075,5,1,1,10,Not remote,10,0,0,0,0,0,1,0,0,0,1,0,1,1
United States,75000,3,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,78600,5,0,1,5000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
India,3670.53296138599,2,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,110000,5,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5285.56746439583,1,0,1,10000,Not remote,0,1,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,47500,13,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,45161.2903225806,1,0,1,10,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
Germany,43010.752688172,7,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.63955366319,1,0,0,20,Not remote,4,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,135000,17,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,6,1,1,20,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,70069,7,0,0,500,Not remote,6,1,0,1,1,0,1,0,0,0,0,0,0,0
United States,60000,1,0,1,10,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,110000,3,0,1,10000,Not remote,9,0,0,0,0,0,1,1,0,0,1,0,0,1
United Kingdom,38750,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,4,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,185000,15,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,37634.4086021505,1,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.7054764352,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,1,0,0,10,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250,20,1,1,20,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,1,1
United Kingdom,37500,20,0,0,20,Remote,10,0,0,0,1,0,1,0,0,0,0,0,0,1
United Kingdom,32500,1,0,0,20,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,35000,2,1,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,105000,12,0,1,100,Remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,15053.7634408602,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,174000,20,1,1,500,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,125000,7,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,91000,1,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,41666.6666666667,4,1,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
Canada,87121.2121212121,20,0,1,100,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,52000,5,0,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,1
United States,82000,3,0,1,20,Not remote,8,1,0,0,0,1,0,0,0,1,0,0,1,0
United States,40000,1,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,5,0,1,10,Not remote,9,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,59000,1,0,1,500,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,75000,1,0,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,100000,19,0,0,1000,Remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
India,6166.49537512847,3,1,1,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,3,1,1,1000,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,72000,7,1,1,500,Remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
India,5138.74614594039,1,0,1,500,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
Germany,54838.7096774193,4,1,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,1,1,1,0
United States,105000,5,1,1,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,27500,2,0,1,1000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,111000,20,0,1,1000,Not remote,8,0,0,1,1,0,1,1,1,0,0,0,0,0
United States,55000,1,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,5,0,1,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,57500,14,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,71875,9,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62000,1,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,50537.6344086021,5,1,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,2114.22698575833,1,1,1,1,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,63636.3636363636,2,0,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,32258.064516129,8,1,1,20,Not remote,9,0,0,1,0,0,1,0,0,0,1,0,0,0
Canada,62121.2121212121,4,0,1,100,Not remote,6,0,0,0,0,0,0,1,0,0,1,0,0,0
United States,133000,17,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,1,0
United States,90000,10,0,1,20,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,140000,8,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,20,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,1,0,0,10000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,3,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,15,1,0,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,1,0,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,142000,20,1,1,100,Not remote,6,1,0,0,1,0,1,0,0,0,0,0,0,0
United States,78000,1,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,104000,5,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,103500,11,0,0,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,62400,5,1,1,10000,Not remote,9,0,0,0,0,0,1,1,1,0,1,0,1,1
Canada,49242.4242424242,3,0,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,80500,2,0,1,1000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
India,2936.42636910879,1,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,13750,1,0,1,5000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,8001.76185582147,2,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,12903.2258064516,3,1,1,1000,Not remote,9,0,1,1,1,0,0,0,0,0,0,0,0,1
United Kingdom,75000,12,0,0,20,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,120000,3,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,2936.42636910879,5,1,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,1,0,0
Canada,30303.0303030303,2,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,1,0,0
Canada,30303.0303030303,1,1,1,5000,Not remote,5,1,0,1,0,0,1,0,0,1,0,0,1,1
United States,70000,2,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,103000,9,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,1,1,1,1
United States,75000,4,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,94623.6559139785,18,1,1,20,Not remote,8,0,0,0,0,0,1,0,0,1,1,0,1,1
Canada,45454.5454545455,2,1,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,1,0,1
United States,72000,7,0,1,20,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,52000,4,0,1,1000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,83250,2,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,4,0,1,500,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,160000,10,0,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,14300,1,1,1,1,Not remote,10,0,0,1,0,0,0,0,0,0,0,1,0,0
United States,89000,20,1,1,1000,Not remote,8,0,0,1,0,1,0,0,1,0,0,0,1,0
United States,100000,2,0,1,10,Not remote,6,1,0,0,0,0,0,0,0,0,0,0,0,0
India,24959.6241374248,5,0,0,100,Not remote,4,1,1,0,0,0,0,0,0,1,0,0,0,0
United States,83000,5,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,98484.8484848485,11,1,1,10000,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,1
India,5872.85273821759,2,1,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,77500,9,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,55000,1,0,1,10,Not remote,6,0,0,1,1,0,0,0,0,0,1,0,0,1
United Kingdom,56875,4,0,1,20,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,55000,2,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,45454.5454545455,1,0,1,20,Not remote,10,0,0,0,0,0,0,1,0,0,1,0,0,1
United Kingdom,37658.75,3,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,43225.8064516129,5,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,120000,12,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8060.49038320364,5,1,1,20,Not remote,6,0,0,1,1,0,0,0,0,0,1,0,0,0
United States,110000,4,1,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,58750,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,45161.2903225806,2,0,1,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,1,0
Canada,37878.7878787879,3,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,83200,2,0,0,1,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,112000,4,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,106000,9,0,1,10000,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
Germany,139784.946236559,20,1,1,10000,Remote,10,1,0,0,1,0,0,0,0,1,0,0,0,0
United States,165000,18,0,1,100,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,130000,6,1,1,100,Remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,1,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,57000,5,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
