package,authors,imports,suggests,depends,Roxygen,gh,rforge,descr,r_count,r_size,ns_import,ns_export,s3_methods,s4_methods,doc_count,doc_size,src_count,src_size,data_count,data_size,testthat_count,testthat_size,check_time,status
SpecsVerification,1,1,1,0,1,0,0,173,30,0.086073,30,53,0,0,0,0,7,0.013212,1,0.00608,2,0.001424,146,1
spectacles,1,8,3,1,1,1,0,123,14,0.117575,10,1,10,1,0,0,0,0,2,1.235666,0,0,173,1
spectral,1,1,0,2,1,0,0,231,16,0.041409,5,10,2,0,0,0,2,0.002088,0,0,0,0,77,1
spectral.methods,1,10,0,1,0,0,0,422,14,0.239677,12,0,0,0,0,0,0,0,0,0,0,0,130,1
spectralAnalysis,1,16,1,0,1,0,0,1473,16,0.195477,53,47,1,24,0,0,0,0,0,0,7,0.004277,280,1
spectralGP,1,3,0,1,0,0,0,377,43,0.030305,3,0,19,0,0,0,0,0,0,0,0,0,46,1
SpectralMap,1,3,0,1,1,0,0,182,1,0.001737,3,1,0,0,0,0,0,0,0,0,0,0,55,1
spectrolab,1,8,3,2,1,1,0,327,15,0.11528,27,26,42,0,3,0.019955,0,0,2,0.776933,14,0.013006,162,1
SPEDInstabR,1,0,4,1,0,0,0,590,4,0.021584,4,0,0,0,0,0,0,0,4,1.644191,0,0,46,1
speedglm,1,2,0,2,0,0,0,94,7,0.066832,3,1,30,0,0,0,0,0,1,0.001502,0,0,77,1
spef,1,8,0,1,1,1,0,231,8,0.100789,47,3,6,0,0,0,2,0.001396,4,0.017355,0,0,166,1
speff2trial,6,0,0,3,0,0,0,431,7,0.012047,0,1,4,0,0,0,0,0,0,0,0,0,68,1
SPEI,1,0,0,3,0,0,0,175,11,0.022115,4,0,3,0,0,0,0,0,0,0,0,0,71,1
spellcheckr,1,3,0,1,1,0,0,344,1,0.005269,4,1,0,0,0,0,0,0,1,0.86224,0,0,70,1
spelling,1,4,1,0,1,1,0,418,7,0.020342,0,7,1,0,0,0,0,0,0,0,0,0,42,1
spemd,1,3,1,1,1,1,0,186,5,0.017996,9,1,0,0,0,0,0,0,0,0,0,0,101,1
sperich,3,9,2,1,0,0,0,134,23,0.039287,6,0,0,0,0,0,0,0,3,0.09924,0,0,50,1
sperrorest,1,16,7,1,1,0,0,168,10,0.149429,38,32,26,0,3,0.03175,0,0,2,0.706653,6,0.057044,95,1
spew,4,4,17,1,1,1,0,435,18,0.19531,3,25,0,0,1,0.016774,0,0,5,2.258733,14,0.050937,212,1
spex,1,6,2,1,1,1,0,378,5,0.015805,14,9,9,0,0,0,0,0,3,0.042118,6,0.007176,108,1
spfrontier,1,4,0,6,1,0,0,94,10,0.069431,12,4,0,1,0,0,0,0,2,0.037346,0,0,142,1
spFSR,1,3,4,4,1,0,0,606,11,0.035361,8,4,3,0,1,0.019305,0,0,0,0,0,0,188,1
spftir,3,0,0,3,1,0,0,537,2,0.031208,4,14,0,0,0,0,0,0,1,0.635416,0,0,37,1
spGARCH,1,6,0,1,0,0,0,470,4,0.024945,9,4,8,0,0,0,3,0.024186,0,0,0,0,144,1
spgrass6,1,3,1,3,0,0,0,352,7,0.088116,4,6,2,0,0,0,0,0,0,0,0,0,54,1
spgs,1,2,0,1,0,0,0,741,22,0.092025,2,10,14,0,0,0,6,0.0193,2,0.158206,0,0,90,1
spgwr,1,2,4,3,0,0,0,148,11,0.056446,4,1,2,0,1,0.00888,2,0.003442,2,0.139883,0,0,116,1
sphereplot,1,0,0,1,0,0,0,87,9,0.004421,0,0,0,0,0,0,0,0,0,0,0,0,197,1
SphericalCubature,2,0,0,5,0,0,0,204,1,0.036401,5,0,0,0,0,0,0,0,0,0,0,0,83,1
SphericalK,3,0,0,0,0,0,0,62,1,0.007296,1,4,0,0,0,0,0,0,3,0.009106,0,0,25,1
sphet,1,5,0,1,0,0,0,125,15,0.06753,6,1,4,0,1,0.044435,0,0,1,0.003657,0,0,146,1
spi,1,0,0,0,0,0,0,29,1,0.002953,0,0,0,0,0,0,0,0,0,0,0,0,35,1
SPIAssay,2,0,0,1,0,0,0,491,5,0.014508,1,0,0,0,0,0,0,0,0,0,0,0,27,1
spider,7,5,1,0,1,0,0,603,47,0.136503,42,43,3,0,0,0,0,0,5,0.01527,1,1.56e-4,176,1
spiderbar,4,1,3,1,1,1,0,314,5,0.004546,1,4,1,0,0,0,17,0.08901,0,0,1,0.001188,78,1
spiders,1,1,3,1,0,0,0,93,13,0.054003,1,1,2,0,1,0.007997,0,0,0,0,1,0.006654,224,1
SPIGA,1,0,0,1,0,0,0,284,4,0.025627,5,0,0,0,0,0,0,0,0,0,0,0,65,1
spikes,1,0,0,2,0,0,0,178,5,0.010402,5,0,2,0,0,0,0,0,2,0.639224,0,0,63,1
spikeslab,1,0,0,4,0,0,0,136,10,0.098129,0,1,3,0,0,0,1,0.026913,4,1.35016,0,0,55,1
spikeSlabGAM,1,13,3,1,1,1,0,197,9,0.146821,18,14,4,0,1,0.06344,5,0.04105,0,0,0,0,121,1
SPIn,1,0,0,2,0,0,0,101,3,0.006489,0,0,1,0,0,0,0,0,0,0,0,0,33,1
SPINA,1,0,0,1,0,0,0,267,1,0.002944,0,0,0,0,0,0,0,0,0,0,0,0,28,1
spind,4,11,7,1,1,1,0,321,22,0.151441,51,17,6,0,1,0.016863,0,0,3,0.027741,11,0.02263,215,1
spinyReg,4,1,0,0,0,0,0,209,2,0.011223,6,1,0,6,0,0,0,0,0,0,0,0,51,1
splancs,1,4,0,2,0,0,0,169,60,0.053343,5,0,3,0,0,0,26,0.083911,8,0.033295,0,0,116,1
splashr,1,15,7,1,1,1,0,615,18,0.057307,25,82,2,0,3,0.046037,0,0,0,0,1,8.25e-4,120,1
splines2,1,2,3,1,1,1,0,386,11,0.066732,5,6,18,0,1,0.00996,0,0,0,0,9,0.02151,231,1
splinetree,1,4,4,4,1,1,0,337,15,0.09573,37,28,0,0,3,0.07475,0,0,4,0.537676,2,0.00229,322,1
splitFeas,1,0,0,3,1,0,0,385,9,0.016937,3,16,0,0,0,0,0,0,0,0,0,0,43,1
splitfngr,1,1,0,0,1,0,0,572,2,0.006645,1,5,0,0,0,0,0,0,0,0,0,0,30,1
splithalf,1,3,5,1,1,1,0,324,7,0.11438,9,6,0,0,1,0.017367,0,0,4,0.008343,0,0,275,1
SplitSoftening,1,0,1,1,1,0,0,78,7,0.017491,0,5,0,0,0,0,3,0.004689,0,0,0,0,34,1
splitstackshape,1,1,2,1,1,1,0,447,11,0.05373,6,16,0,0,0,0,0,0,1,9.09e-4,6,0.007212,231,1
splm,1,9,0,2,0,0,0,89,54,0.336416,17,1,17,0,0,0,0,0,5,0.051805,0,0,167,1
splot,1,0,2,4,1,1,0,306,2,0.089369,38,3,0,0,0,0,0,0,0,0,0,0,129,1
spls,3,4,0,1,0,0,0,162,27,0.058622,3,7,10,0,1,0.014395,0,0,4,2.108995,0,0,120,1
splus2R,5,1,0,1,0,0,0,192,10,0.048384,1,0,7,1,0,0,1,0.00118,0,0,0,0,86,1
splusTimeDate,1,0,0,3,0,0,0,114,19,0.139962,2,1,0,1,0,0,28,0.365656,0,0,0,0,93,1
splusTimeSeries,1,3,0,2,0,0,0,110,15,0.057015,4,1,2,1,0,0,4,0.003835,10,0.24033,0,0,97,1
spm,1,8,2,1,1,0,0,940,31,0.159464,0,31,0,0,1,0.013393,0,0,7,2.583508,0,0,291,1
spm12r,1,6,6,0,1,0,0,139,37,0.129177,22,59,0,0,3,0.04699,0,0,0,0,0,0,67,1
spMaps,1,0,3,4,1,1,0,341,1,0.004755,4,4,0,0,0,0,0,0,0,0,2,0.001618,113,1
spMC,1,0,0,8,0,0,0,332,51,0.102244,5,0,28,0,0,0,6,0.104201,1,0.002736,0,0,176,1
SPmlficmcm,1,0,0,1,0,0,0,136,23,0.121295,2,0,0,0,0,0,0,0,0,0,0,0,37,1
spmoran,1,9,2,0,0,0,0,129,13,0.064212,12,0,0,0,0,0,0,0,0,0,0,0,186,1
spnet,3,0,0,4,0,0,0,590,9,0.129273,15,119,0,0,0,0,0,0,1,0.284888,0,0,65,1
SpNetPrep,1,9,3,1,1,0,0,290,4,0.008979,9,2,0,0,0,0,0,0,3,0.265352,0,0,196,1
SpNMF,1,2,0,1,0,0,0,488,2,0.010355,0,0,0,0,0,0,0,0,1,0.150871,0,0,66,1
spnn,1,1,0,0,1,0,0,631,3,0.003028,1,0,0,0,0,0,0,0,1,0.006342,0,0,31,1
spNNGP,1,0,0,4,0,0,0,304,5,0.025907,4,3,0,0,0,0,10,0.072185,1,2.375105,0,0,62,1
spocc,1,13,4,0,1,1,0,488,32,0.109347,29,19,61,0,1,0.02251,0,0,0,0,19,0.023615,314,1
SPODT,5,0,0,5,0,0,0,163,50,0.046734,4,0,0,0,0,0,2,0.030067,14,0.124336,0,0,108,1
spongebob,1,0,1,0,1,0,0,89,1,0.001602,0,1,0,0,0,0,0,0,0,0,1,3.28e-4,39,1
spongecake,1,4,0,1,1,1,0,149,3,0.005638,11,2,0,0,0,0,0,0,0,0,0,0,66,1
sporm,1,0,0,0,0,0,0,229,14,0.011285,0,0,0,0,0,0,0,0,1,2.89e-4,0,0,50,1
sport,1,3,5,1,1,1,0,887,11,0.045782,10,4,4,0,1,0.015022,9,0.02268,2,0.074292,6,0.017426,308,1
SportsAnalytics,1,0,1,3,0,0,1,285,2,0.004174,0,4,0,0,0,0,0,0,4,0.079636,0,0,42,1
SPOT,1,11,1,1,1,0,0,407,30,0.227031,13,50,14,0,0,0,0,0,1,0.006963,4,0.005059,163,1
spotGUI,1,13,3,2,1,0,0,194,16,0.064769,20,4,0,0,0,0,0,0,0,0,7,0.005323,150,1
spotifyr,1,5,1,1,1,1,0,407,14,0.024332,7,13,0,0,0,0,0,0,0,0,0,0,72,1
SPPcomb,3,2,0,1,1,0,0,541,6,0.038599,0,5,0,0,0,0,0,0,2,0.085528,0,0,32,1
sppmix,2,6,2,5,1,0,0,633,21,0.338485,3,58,16,0,1,6.11e-4,12,0.171642,16,4.726948,0,0,232,1
spray,1,3,1,1,0,0,0,54,3,0.018723,4,3,13,0,1,0.022279,3,0.022625,0,0,0,0,111,1
spreadr,1,3,2,1,1,0,0,778,4,0.014534,1,2,0,0,1,0.008231,2,0.001798,0,0,0,0,130,1
SPREDA,3,0,0,2,0,0,0,746,53,0.052291,3,0,8,0,0,0,0,0,6,0.712121,0,0,92,1
SPreFuGED,2,10,6,1,0,0,0,1013,8,0.029403,10,0,0,0,0,0,0,0,1,0.071281,0,0,119,1
sprex,1,3,0,0,1,0,0,71,18,0.027816,19,18,1,0,0,0,0,0,2,3.8e-4,0,0,88,1
sprinter,1,3,2,3,0,0,0,252,1,0.030392,5,1,6,0,1,0.02604,0,0,0,0,0,0,170,1
sprm,1,8,0,1,0,0,0,487,38,0.126617,10,0,18,0,0,0,0,0,0,0,0,0,120,1
sprsmdl,1,0,0,0,0,0,0,44,1,0.005001,0,0,0,0,0,0,0,0,0,0,0,0,41,1
SPRT,1,0,0,0,0,0,0,213,10,0.023221,0,0,2,0,0,0,0,0,0,0,0,0,30,1
spsann,1,5,3,0,1,0,0,468,30,0.194768,1,22,2,0,1,0.014484,5,0.008858,0,0,0,0,103,1
spselect,2,0,0,3,0,0,0,337,5,0.042624,6,0,0,0,0,0,0,0,3,0.002198,0,0,52,1
spsi,2,0,0,2,0,0,0,325,5,0.042675,1,0,0,0,0,0,0,0,1,3.08e-4,0,0,43,1
SPSL,1,0,1,1,0,0,0,247,8,0.015642,0,0,0,0,0,0,1,0.002249,0,0,0,0,65,1
spsurvey,1,9,0,2,0,0,0,184,98,1.255422,10,0,2,1,10,0.221266,18,0.562483,9,0.3221,0,0,727,1
spt,1,0,0,0,0,0,0,70,5,0.011314,2,1,7,0,0,0,3,0.004198,0,0,0,0,52,1
spTDyn,3,7,0,2,0,0,0,296,4,0.135672,11,1,10,0,0,0,16,0.311237,0,0,0,0,121,1
sptemExp,1,20,0,1,1,0,0,1447,35,0.033087,7,0,0,0,0,0,11,0.024776,11,3.497294,0,0,181,1
spTest,1,4,4,1,1,0,0,117,11,0.076074,3,5,1,0,0,0,0,0,1,0.206945,0,0,197,1
spThin,5,0,0,4,0,0,0,186,6,0.020883,4,4,0,0,1,0.006437,0,0,1,0.001472,0,0,99,1
spTimer,1,8,0,1,0,0,0,330,6,0.299747,11,1,15,0,0,0,25,0.570147,0,0,0,0,145,1
sptm,1,1,4,4,0,0,0,275,6,0.064027,2,2,1,0,0,0,4,0.004652,0,0,0,0,134,1
spup,1,8,8,1,1,0,0,861,39,0.093313,16,14,9,0,4,0.057553,0,0,7,0.269373,1,0.003936,199,1
spuRs,5,0,0,3,0,0,0,188,22,0.01559,4,0,5,0,0,0,0,0,5,0.019623,0,0,36,1
SPUTNIK,1,10,0,1,1,1,0,581,18,0.09672,31,15,0,15,0,0,0,0,0,0,0,0,136,1
SPYvsSPY,1,0,0,1,1,1,0,92,1,0.00291,0,0,0,0,0,0,0,0,1,0.002062,0,0,28,1
SQB,1,0,1,6,1,0,0,607,2,0.013215,8,1,0,0,0,0,0,0,0,0,0,0,141,1
SQDA,1,3,0,1,0,0,0,247,1,0.007176,7,1,0,0,0,0,0,0,1,1.536038,0,0,49,1
sqldf,1,2,6,4,0,1,0,616,2,0.021889,2,0,0,0,0,0,0,0,0,0,0,0,74,0
sqliter,1,4,0,0,0,1,0,187,1,0.005235,4,3,2,0,0,0,0,0,0,0,0,0,61,1
SqlRender,1,1,5,0,1,1,0,251,3,0.02484,3,12,0,0,1,0.021412,0,0,0,0,4,0.139603,85,1
sqlscore,1,1,4,1,1,1,0,338,8,0.034212,0,4,15,0,0,0,0,0,0,0,10,0.038239,67,1
sqlutils,1,0,3,3,0,1,0,72,14,0.017989,3,10,1,0,1,0.003644,0,0,0,0,0,0,74,1
SQN,2,0,0,3,0,0,0,208,3,0.001787,1,0,0,0,0,0,0,0,1,0.089776,0,0,42,1
SQRL,1,2,2,1,0,0,0,49,1,0.163856,0,0,0,0,0,0,0,0,0,0,0,0,35,1
SQUAREM,1,0,1,1,0,0,0,386,1,0.019993,1,0,0,0,1,0.007822,0,0,0,0,0,0,39,1
squash,1,4,0,0,0,0,0,358,2,0.021759,4,0,0,0,0,0,0,0,0,0,0,0,66,1
squid,1,8,1,1,1,1,0,786,23,0.060729,1,2,0,0,0,0,0,0,0,0,1,0.003011,66,1
sra,1,1,0,0,0,0,0,1026,36,0.058855,1,0,6,0,0,0,0,0,0,0,0,0,73,1
SRCS,1,5,1,0,0,0,0,467,6,0.108872,0,1,1,0,0,0,0,0,0,0,0,0,62,1
sRDA,1,0,0,6,1,0,0,351,11,0.06488,9,3,2,0,0,0,0,0,0,0,0,0,70,1
sROC,1,0,0,0,0,0,0,154,2,0.009884,0,1,5,0,0,0,1,0.001177,0,0,0,0,46,1
srp,1,2,0,1,1,0,0,226,8,0.021321,0,5,1,0,0,0,0,0,1,0.012139,0,0,48,1
SRRS,1,0,0,3,0,0,0,114,1,0.011705,0,0,0,0,0,0,0,0,0,0,0,0,39,1
srvyr,1,5,13,1,1,1,0,187,22,0.100295,58,85,55,0,3,0.027931,0,0,0,0,15,0.051191,265,1
ss3sim,1,13,4,1,1,1,0,174,52,0.331661,36,58,0,0,4,0.093383,0,0,2,0.531712,0,0,271,1
ssa,1,3,0,1,1,0,0,280,8,0.060934,4,24,0,0,0,0,3,0.008156,0,0,0,0,74,1
ssanv,1,0,0,2,0,0,0,192,6,0.018197,1,0,0,0,0,0,0,0,1,3.58e-4,0,0,53,1
SSBtools,1,1,0,2,1,0,0,191,10,0.099094,10,30,0,0,0,0,0,0,0,0,0,0,90,1
ssc,1,2,5,1,1,1,0,777,9,0.111622,1,15,8,0,0,0,0,0,2,0.128159,12,0.030709,104,1
sscor,1,0,0,3,0,0,0,142,6,0.010202,5,5,0,0,0,0,0,0,0,0,0,0,47,1
ssd,1,0,0,0,0,0,0,111,1,0.010678,0,0,0,0,0,0,0,0,0,0,0,0,45,1
SSDforR,1,6,0,6,0,0,0,67,84,0.081576,53,0,0,0,0,0,0,0,0,0,0,0,124,1
SSDM,5,17,4,1,1,1,0,662,29,0.234133,106,14,0,9,2,0.01393,0,0,2,0.014705,9,0.008042,364,1
sSDR,3,0,0,3,0,0,0,57,1,0.017616,7,13,0,0,0,0,0,0,0,0,0,0,63,1
ssdtools,1,9,9,1,1,1,0,537,18,0.05362,7,38,25,0,1,0.013097,0,0,9,0.015832,10,0.014332,305,1
ssfa,2,0,1,4,0,0,0,438,13,0.018446,4,0,5,0,1,0.014725,0,0,2,0.004277,0,0,127,1
ssfit,1,0,0,1,0,0,0,106,1,0.003447,0,0,0,0,0,0,0,0,0,0,0,0,60,1
ssgraph,1,2,0,1,0,0,0,295,2,0.019387,2,1,3,0,0,0,11,0.065528,0,0,0,0,76,1
ssh,1,1,6,0,1,0,0,182,4,0.012314,0,9,1,0,1,0.007091,8,0.023092,0,0,3,0.003472,76,1
ssize.fdr,2,0,0,0,0,0,0,582,7,0.026026,0,0,0,0,0,0,0,0,0,0,0,0,92,1
ssizeRNA,1,8,1,1,1,0,0,817,5,0.028802,8,5,0,0,1,0.008515,0,0,1,0.197232,0,0,370,1
SSL,1,8,0,1,1,0,0,478,2,0.038799,11,10,0,0,0,0,3,0.003274,0,0,0,0,233,1
SSLASSO,3,0,0,0,1,0,0,188,3,0.005287,2,1,1,0,0,0,4,0.013796,0,0,0,0,46,1
SSM,1,1,2,0,1,1,0,399,6,0.074632,4,4,2,1,1,0.009326,0,0,0,0,0,0,57,1
ssmn,1,4,0,0,0,0,0,98,3,0.072363,6,4,0,0,0,0,0,0,0,0,0,0,44,1
ssMousetrack,2,6,0,3,1,0,0,188,12,0.043664,10,8,0,0,0,0,4,0.003334,2,0.044358,0,0,189,1
ssmrob,3,0,0,4,0,0,0,103,36,0.039026,5,0,24,0,0,0,0,0,2,0.106569,0,0,151,1
ssmsn,1,1,0,0,0,0,0,181,1,0.002514,2,1,0,0,0,0,0,0,0,0,0,0,67,1
SSN,1,8,0,3,0,0,0,406,83,0.252375,3,4,26,0,2,0.001686,6,0.076077,3,0.76828,0,0,347,1
sspline,1,0,0,1,0,0,0,55,3,0.006614,0,1,4,0,0,0,9,0.040441,0,0,0,0,95,1
sspse,1,3,2,2,1,0,0,315,23,0.166079,10,3,3,0,0,0,34,0.219856,0,0,0,0,267,1
SSRA,1,2,0,1,1,0,0,337,14,0.070447,4,5,4,0,0,0,0,0,0,0,0,0,45,1
SSrat,1,0,0,2,1,0,0,333,20,0.071026,7,6,0,0,0,0,0,0,13,0.015665,0,0,64,1
ssrm.logmer,1,3,2,1,1,0,0,256,1,0.009957,0,1,0,0,0,0,0,0,0,0,0,0,79,1
SSRMST,2,2,2,1,1,0,0,94,1,0.016009,5,1,1,0,1,0.010442,0,0,0,0,0,0,653,1
sss,1,4,2,1,1,1,0,181,7,0.015906,12,4,0,0,1,0.001232,0,0,0,0,5,0.01048,121,1
sssc,1,5,0,1,1,0,0,530,8,0.031073,8,8,0,0,0,0,0,0,4,0.093237,0,0,90,1
SSsimple,1,0,1,1,0,0,0,34,13,0.023029,1,0,0,0,0,0,0,0,1,0.058097,0,0,76,1
Sstack,2,5,0,1,1,0,0,368,4,0.022192,11,4,0,0,0,0,0,0,1,0.397208,0,0,68,1
sstModel,1,9,3,1,1,0,0,484,50,0.566443,2,124,159,0,1,0.03395,0,0,0,0,37,0.414577,154,1
ssvd,1,0,0,0,0,0,0,81,1,0.011454,0,0,0,0,0,0,0,0,0,0,0,0,45,1
ssym,1,6,4,5,0,0,0,639,25,0.116882,6,0,11,0,0,0,0,0,9,0.01763,0,0,124,1
st,3,2,2,4,0,0,0,344,10,0.02244,3,0,0,0,0,0,0,0,1,0.50924,0,0,42,1
stability,1,12,0,1,1,1,0,571,18,0.054205,29,16,16,0,0,0,0,0,1,0.004358,0,0,137,1
stable,1,1,0,2,1,0,0,254,4,0.059832,10,19,0,0,0,0,2,0.005815,0,0,0,0,51,1
stabledist,2,1,6,1,0,0,1,143,3,0.038405,0,1,0,0,0,0,0,0,0,0,0,0,105,1
StableEstim,2,4,0,7,0,0,0,318,23,0.116853,7,1,0,2,0,0,0,0,0,0,0,0,129,1
stablelearner,1,5,5,1,0,0,0,125,6,0.05474,6,1,14,0,0,0,0,0,1,0.039229,0,0,95,1
stablespec,1,9,1,1,1,1,0,642,29,0.084894,13,6,0,0,0,0,0,0,2,0.028599,4,0.023664,86,1
stabs,1,3,12,4,0,1,0,536,5,0.037517,5,1,9,0,2,0.009284,0,0,0,0,0,0,100,1
Stack,1,6,0,0,0,0,0,397,5,0.032766000000000003,17,3,3,0,0,0,0,0,0,0,0,0,51,1
stackoverflow,1,0,0,0,1,1,0,122,27,0.022199,6,27,2,0,0,0,0,0,0,0,0,0,41,1
stacomiR,1,21,4,4,1,0,1,377,59,0.693748,84,17,0,16,1,0.012486,0,0,23,0.498976,16,0.074866,405,1
stacomirtools,1,3,1,1,0,0,0,258,7,0.033109,2,8,0,0,0,0,0,0,0,0,1,0.001145,48,1
StagedChoiceSplineMix,3,0,0,5,1,0,0,157,5,0.036547,12,5,0,0,0,0,0,0,0,0,0,0,58,1
stagePop,1,2,1,0,0,1,0,89,25,0.057369,2,5,0,0,0,0,0,0,0,0,0,0,57,1
StakeholderAnalysis,1,0,0,1,0,0,0,406,1,0.036289,3,0,0,0,0,0,0,0,1,0.00208,0,0,34,1
stam,1,0,0,3,0,0,0,199,5,0.009375,0,3,0,0,0,0,0,0,0,0,0,0,66,1
StAMPP,1,6,0,2,0,0,0,890,7,0.039435,7,0,0,0,0,0,0,0,2,0.002434,0,0,173,1
stampr,1,9,1,1,1,0,0,266,16,0.066645,10,9,0,0,0,0,0,0,3,0.020281,0,0,185,1
STAND,1,0,0,1,0,0,0,530,20,0.044135,4,0,0,0,0,0,0,0,5,0.003405,0,0,74,1
standardize,1,5,6,1,1,1,0,157,7,0.059531,6,6,3,0,1,0.026022,0,0,1,0.006928,4,0.013283,120,1
StandardizeText,1,0,0,0,0,0,0,81,12,0.023933,0,0,0,0,0,0,0,0,2,0.006384,0,0,29,1
StanHeaders,1,0,5,1,0,0,0,1058,0,0,0,0,0,0,1,0.002384,29,0.010073,0,0,0,0,111,1
stapler,1,2,4,0,1,1,0,379,6,0.020811,7,6,4,0,1,0.00175,0,0,0,0,1,0.002038,108,1
staplr,1,3,3,1,1,0,0,354,9,0.026018,4,9,0,0,0,0,0,0,0,0,0,0,45,1
STAR,1,0,4,6,0,0,0,112,32,0.237794,1,1,71,0,1,0.052536,1,0.005658,17,0.378279,0,0,129,1
staRdom,1,16,5,5,1,1,0,413,9,0.108497,49,64,9,0,2,0.045915,0,0,6,2.07737,0,0,293,1
stargazer,1,2,0,0,0,0,0,178,2,0.306222,1,0,0,0,0,0,0,0,0,0,0,0,79,1
starma,1,5,1,0,0,0,0,115,9,0.012248,5,0,6,0,0,0,5,0.014965,1,0.032966,0,0,132,1
starmie,1,18,3,1,1,1,0,485,16,0.062887,29,27,29,0,2,0.013898,0,0,0,0,4,0.003303,242,1
stars,1,7,19,3,1,1,0,139,17,0.101837,35,10,59,0,4,0.027665,0,0,0,0,1,0.001232,252,1
STARTdesign,1,1,0,0,0,0,0,279,3,0.002866,2,2,0,0,0,0,3,0.003318,0,0,0,0,77,1
startR,1,4,2,1,0,0,0,623,11,0.176479,1,0,0,0,0,0,0,0,0,0,0,0,72,1
STARTS,3,7,1,1,0,1,0,307,31,0.028104,24,6,5,0,0,0,4,0.003121,3,0.05217,0,0,162,1
startup,1,0,2,1,1,1,0,353,24,0.061329,0,17,0,0,0,0,0,0,0,0,0,0,56,1
startupmsg,1,0,0,1,0,0,0,59,4,0.011384,0,0,0,0,0,0,0,0,0,0,0,0,36,1
Stat2Data,8,0,2,1,1,1,0,228,5,0.016078,2,5,0,0,0,0,0,0,211,0.685528,0,0,49,1
statar,1,9,4,1,1,1,0,151,16,0.041778,91,18,39,0,4,0.006222,0,0,0,0,9,0.012104,104,1
StatCharrms,1,14,0,1,1,0,0,465,39,0.152017,42,52,0,0,1,0.047985,0,0,4,0.006468,0,0,202,1
statcheck,1,3,0,1,0,0,0,56,8,0.068198,8,6,3,0,0,0,0,0,0,0,0,0,84,1
StatDA,1,8,1,4,0,0,0,78,48,0.16187000000000001,78,0,1,0,1,0.062049,0,0,23,0.445147,0,0,226,1
StatDataML,1,0,0,3,0,0,0,88,14,0.029347,2,0,0,0,0,0,0,0,0,0,0,0,38,1
statebins,1,5,1,1,1,1,0,502,2,0.018232,36,3,0,0,0,0,0,0,0,0,1,1.23e-4,74,1
states,1,1,6,1,1,1,0,320,5,0.022026,9,5,0,0,1,0.001658,0,0,3,0.016017,5,0.008768,83,1
statesRcontiguous,5,2,5,2,1,1,0,707,1,0.005099,1,0,0,0,1,0.00185,0,0,0,0,0,0,69,1
statGraph,1,2,0,3,1,0,0,310,1,0.0638,3,13,0,0,0,0,0,0,0,0,0,0,80,1
stationery,1,3,6,0,1,0,0,369,3,0.026674,11,6,0,0,4,0.147167,0,0,0,0,0,0,155,1
statip,1,5,2,1,1,1,0,460,18,0.037579,23,22,10,0,0,0,2,0.002502,0,0,1,7.14e-4,67,1
StatMatch,1,0,2,6,0,0,0,348,16,0.075324,1,0,0,0,1,0.071354,0,0,3,0.196055,0,0,161,1
StatMeasures,1,1,0,1,0,0,0,614,20,0.045919,2,20,0,0,0,0,0,0,0,0,0,0,54,1
statmod,6,2,2,1,0,0,0,450,22,0.067245,2,0,2,0,0,0,2,0.004938,0,0,0,0,53,1
statnet,1,4,8,5,0,0,0,558,2,0.001372,11,1,0,0,0,0,0,0,0,0,0,0,672,1
statnet.common,1,5,1,1,1,0,0,115,12,0.08239,6,60,56,0,0,0,3,0.010534,0,0,0,0,76,1
statnetWeb,1,2,0,6,1,0,0,76,2,0.001128,20,1,0,0,0,0,0,0,0,0,0,0,123,1
staTools,1,3,0,1,0,0,0,168,22,0.022433,3,22,0,0,0,0,2,0.001195,1,8.21e-4,0,0,114,1
StatPerMeCo,1,0,0,0,0,0,0,732,2,0.003592,1,0,0,0,0,0,0,0,0,0,0,0,26,1
statprograms,1,0,0,1,1,0,0,82,1,0.003754,0,0,0,0,0,0,0,0,2,0.033825,0,0,42,1
statquotes,1,3,0,1,1,0,0,112,4,0.008892,4,4,2,0,0,0,0,0,1,0.017798,0,0,111,1
StatRank,2,3,4,0,0,0,0,457,14,0.091833,5,46,0,0,0,0,0,0,6,0.026935,1,0.001011,100,1
stats19,1,2,10,1,1,1,0,686,7,0.024543,0,12,0,0,1,0.028652,0,0,11,0.353125,5,0.008991,139,1
statsDK,1,10,3,1,1,1,0,256,2,0.011272,0,6,0,0,1,0.004965,0,0,0,0,2,0.001964,69,1
statsr,1,9,1,2,1,1,0,837,57,0.231131,5,11,0,0,0,0,0,0,13,0.685668,0,0,163,1
STB,1,7,0,1,0,0,0,477,1,0.064265,2,1,4,0,0,0,2,0.008077,0,0,0,0,120,1
stcov,1,0,1,0,1,0,0,118,1,0.003392,1,5,0,0,0,0,0,0,0,0,1,8.25e-4,44,1
stddiff,2,0,0,1,0,0,0,284,1,0.003821,1,0,0,0,0,0,0,0,0,0,0,0,41,1
stdReg,1,6,0,0,1,0,0,250,1,0.048114,5,1,18,0,0,0,0,0,0,0,0,0,101,1
stdvectors,1,1,0,0,0,1,0,63,2,0.007612,1,1,2,0,0,0,3,0.049104,0,0,0,0,78,1
steadyICA,1,0,5,4,0,0,0,500,5,0.028377,5,1,0,0,0,0,3,0.013427,0,0,0,0,116,1
steemr,1,27,0,1,1,1,0,404,9,0.135927,33,44,0,0,0,0,0,0,0,0,0,0,129,1
steepness,1,0,0,1,0,0,0,473,12,0.014507,0,1,3,0,0,0,1,0.011167,0,0,0,0,57,1
