age,diet,height,location,date,Class
31,mostly anything,66,san francisco,2012-06-22,other
33,NA,65,walnut creek,2011-09-22,other
62,mostly anything,68,san anselmo,2012-06-26,other
42,mostly vegetarian,70,san francisco,2012-07-01,other
27,mostly anything,76,hayward,2012-06-30,other
34,strictly anything,70,san francisco,2012-06-30,other
25,mostly anything,64,san francisco,2012-06-30,other
39,NA,70,san francisco,2012-06-18,other
27,mostly anything,66,san francisco,2012-04-30,other
44,strictly anything,69,san francisco,2011-07-22,stem
36,NA,72,san rafael,2012-06-26,other
61,mostly anything,70,san francisco,2012-06-30,stem
22,mostly anything,70,oakland,2012-07-01,other
30,strictly anything,71,san francisco,2012-06-17,other
42,NA,69,berkeley,2012-06-20,stem
33,NA,64,san francisco,2012-06-28,other
23,vegetarian,62,oakland,2012-05-31,other
28,mostly anything,62,oakland,2012-06-27,other
32,mostly vegetarian,69,oakland,2012-06-30,other
28,strictly anything,69,san francisco,2012-03-12,other
32,NA,65,san francisco,2011-11-10,other
28,anything,62,san francisco,2012-06-30,other
28,NA,69,san francisco,2012-03-20,other
50,mostly anything,70,richmond,2012-06-15,other
33,mostly vegetarian,68,san francisco,2012-06-30,other
33,anything,73,san francisco,2012-04-22,other
28,mostly kosher,65,san francisco,2012-06-29,other
30,anything,68,san francisco,2012-01-18,other
52,mostly anything,69,san francisco,2012-06-28,other
39,NA,69,oakland,2012-03-29,stem
31,NA,62,san francisco,2012-06-25,other
21,NA,67,san francisco,2011-12-27,other
27,mostly vegetarian,66,san francisco,2012-06-30,other
23,mostly anything,66,san francisco,2012-06-21,other
25,strictly other,65,san francisco,2012-07-01,other
19,NA,63,san francisco,2012-01-12,other
20,strictly anything,66,oakland,2012-06-03,other
21,NA,70,san francisco,2012-06-04,other
26,NA,63,san francisco,2011-09-14,other
36,NA,67,san francisco,2012-01-29,other
20,anything,71,san francisco,2012-07-01,other
23,strictly anything,65,san francisco,2012-05-25,other
20,mostly anything,69,san bruno,2012-07-01,other
29,mostly anything,72,mountain view,2012-06-29,stem
37,anything,67,san francisco,2012-06-30,other
35,NA,68,daly city,2012-06-29,other
30,NA,66,hayward,2012-05-01,other
34,NA,72,san francisco,2012-06-29,other
20,mostly anything,69,san francisco,2012-04-08,other
30,mostly anything,66,oakland,2012-01-20,other
22,anything,67,san mateo,2012-06-30,other
30,mostly anything,67,san francisco,2011-12-01,other
26,NA,61,san francisco,2012-06-21,other
33,mostly anything,65,san francisco,2012-06-29,other
23,anything,65,daly city,2012-06-29,other
45,vegetarian,72,san francisco,2012-06-30,stem
25,NA,64,san francisco,2012-06-30,stem
28,NA,72,san francisco,2012-06-30,other
26,mostly anything,67,san francisco,2012-07-01,other
24,NA,72,emeryville,2012-06-27,other
29,NA,70,san francisco,2011-06-29,stem
27,anything,63,san francisco,2012-06-11,other
24,NA,72,palo alto,2012-06-14,other
30,anything,74,san francisco,2012-06-16,stem
31,mostly anything,72,san francisco,2012-06-21,other
28,NA,69,san francisco,2012-06-30,other
28,strictly anything,70,oakland,2012-06-30,other
29,NA,68,san francisco,2012-06-26,other
31,anything,71,richmond,2012-06-24,other
30,mostly anything,64,san francisco,2012-01-10,other
39,NA,70,san francisco,2012-06-29,stem
25,mostly vegetarian,65,san francisco,2012-07-01,stem
44,anything,69,san francisco,2012-06-21,other
25,mostly vegetarian,69,san francisco,2012-06-29,other
21,strictly anything,71,vallejo,2012-06-27,other
32,strictly anything,68,redwood city,2012-06-30,other
19,mostly anything,66,palo alto,2012-07-01,other
25,strictly anything,67,san francisco,2012-06-30,other
36,NA,66,san francisco,2012-01-02,other
27,mostly anything,66,mill valley,2012-06-10,other
25,strictly anything,64,san francisco,2012-06-30,other
31,mostly anything,64,benicia,2012-04-12,other
33,strictly vegetarian,76,san francisco,2012-06-30,stem
29,mostly anything,70,emeryville,2012-06-08,other
25,NA,70,walnut creek,2012-06-30,other
42,NA,71,san francisco,2012-01-30,other
24,mostly vegetarian,72,san francisco,2012-07-01,other
33,NA,62,oakland,2011-11-09,other
33,NA,66,san francisco,2012-06-26,other
31,mostly anything,73,san francisco,2012-06-30,other
31,anything,68,san francisco,2012-02-24,other
24,mostly anything,64,oakland,2012-06-13,other
32,NA,61,san francisco,2012-06-30,other
31,NA,75,san francisco,2012-06-30,other
24,NA,68,san francisco,2012-07-01,stem
23,mostly anything,68,san francisco,2012-05-29,other
28,NA,70,san francisco,2012-06-22,other
30,mostly anything,74,oakland,2012-07-01,other
28,strictly anything,68,san francisco,2012-06-30,other
23,NA,70,oakland,2012-06-30,other
26,mostly anything,69,san francisco,2012-04-22,other
31,mostly vegetarian,68,san francisco,2012-06-27,other
31,NA,63,san francisco,2012-07-01,other
26,mostly anything,64,oakland,2012-06-30,other
29,NA,72,san francisco,2012-06-28,other
30,mostly anything,72,burlingame,2012-06-26,stem
45,NA,67,mill valley,2012-07-01,stem
37,NA,72,san francisco,2012-06-17,stem
68,NA,62,oakland,2012-07-01,other
47,NA,74,oakland,2012-06-30,other
25,NA,67,san francisco,2012-06-30,other
50,mostly anything,72,burlingame,2012-06-30,stem
34,NA,71,san francisco,2012-06-03,stem
29,NA,66,san francisco,2012-06-30,other
23,NA,72,berkeley,2012-06-06,other
36,NA,64,berkeley,2012-06-30,other
23,mostly anything,71,san francisco,2012-07-01,other
29,NA,70,alameda,2012-05-07,other
32,NA,71,san francisco,2012-06-30,other
58,mostly anything,70,san mateo,2012-07-01,other
47,mostly vegetarian,60,novato,2012-06-30,other
34,NA,72,san francisco,2012-04-02,other
29,anything,70,san francisco,2011-11-30,other
31,NA,74,san francisco,2012-06-30,other
26,anything,66,san francisco,2012-07-01,other
29,NA,66,albany,2011-07-09,other
20,mostly anything,65,richmond,2012-06-30,other
39,mostly other,73,oakland,2012-02-08,other
37,mostly vegetarian,66,berkeley,2012-06-28,other
22,strictly anything,71,oakland,2012-06-30,other
23,mostly vegetarian,67,mill valley,2012-05-28,other
31,strictly anything,60,oakland,2012-07-01,other
29,mostly anything,68,san francisco,2012-06-28,other
48,mostly vegetarian,69,oakland,2012-06-30,stem
28,mostly vegetarian,66,san rafael,2012-06-30,other
28,NA,69,san francisco,2012-06-27,other
22,mostly anything,69,walnut creek,2012-03-01,other
23,NA,68,san francisco,2012-06-02,other
24,NA,68,richmond,2011-07-19,other
37,mostly anything,74,san francisco,2012-05-21,stem
35,NA,68,san francisco,2012-06-24,other
27,NA,70,san francisco,2012-07-01,other
46,anything,69,oakland,2012-06-30,other
22,mostly anything,66,san francisco,2012-06-30,other
30,NA,67,san francisco,2012-06-30,other
38,mostly anything,69,san francisco,2012-01-22,other
25,mostly anything,72,san francisco,2012-01-18,other
29,mostly anything,66,san francisco,2012-07-01,other
22,anything,66,san francisco,2012-07-01,other
51,mostly anything,69,san mateo,2012-01-25,other
46,NA,73,oakland,2012-05-12,other
29,anything,74,san francisco,2012-07-01,other
39,NA,71,san francisco,2012-06-29,other
20,anything,65,redwood city,2012-06-26,other
24,mostly anything,66,castro valley,2012-01-05,other
58,mostly anything,65,san francisco,2012-06-26,other
57,mostly anything,62,san rafael,2011-08-08,other
26,mostly anything,69,san francisco,2012-06-21,other
31,NA,66,san francisco,2012-06-20,other
28,NA,66,san francisco,2012-06-30,other
43,mostly anything,75,san francisco,2012-04-17,other
41,NA,68,san francisco,2011-09-18,other
25,mostly anything,64,san francisco,2012-06-30,other
27,mostly anything,71,san francisco,2012-06-30,other
34,mostly other,64,berkeley,2012-06-01,other
52,NA,70,san francisco,2012-01-03,other
20,strictly anything,70,mountain view,2012-06-24,other
37,anything,70,south san francisco,2012-05-06,other
40,NA,65,san francisco,2012-06-30,other
27,mostly anything,74,san pablo,2012-06-19,stem
31,mostly anything,65,san mateo,2012-04-02,other
32,mostly anything,64,oakland,2012-06-28,other
28,mostly anything,70,corte madera,2012-06-30,other
26,NA,67,redwood city,2012-06-27,other
25,NA,72,san francisco,2012-06-28,other
30,mostly anything,65,san francisco,2012-06-24,other
33,NA,70,castro valley,2012-01-31,other
63,NA,72,corte madera,2012-06-29,other
45,NA,72,san francisco,2012-05-03,other
31,mostly other,70,oakland,2012-06-28,other
33,NA,70,oakland,2012-06-19,other
23,anything,75,berkeley,2012-04-26,other
26,mostly vegetarian,64,san francisco,2012-06-26,other
38,NA,71,san francisco,2012-06-22,other
57,NA,70,san francisco,2011-11-10,other
31,NA,70,oakland,2012-06-28,other
35,mostly anything,66,oakland,2011-12-13,other
29,NA,65,oakland,2012-06-27,other
24,mostly anything,67,san francisco,2012-06-17,other
21,NA,67,san francisco,2012-02-12,other
23,mostly vegetarian,64,berkeley,2012-06-27,other
18,NA,71,alameda,2012-06-22,other
44,mostly anything,65,san francisco,2012-06-25,other
32,anything,69,san francisco,2012-06-30,other
28,NA,70,oakland,2012-06-27,other
29,NA,68,san francisco,2012-06-30,other
31,NA,65,menlo park,2011-10-13,other
25,other,66,san francisco,2012-03-04,other
34,mostly anything,69,san francisco,2012-06-14,other
51,NA,62,redwood shores,2012-05-21,other
33,NA,71,san francisco,2012-06-30,other
31,NA,72,san francisco,2012-06-28,stem
35,strictly anything,74,san francisco,2012-06-30,other
31,mostly vegetarian,75,oakland,2012-06-30,other
53,vegetarian,64,oakland,2012-06-19,other
43,mostly anything,68,san francisco,2012-05-23,other
27,mostly anything,65,san francisco,2012-07-01,other
23,strictly vegetarian,66,san francisco,2012-04-22,other
50,NA,67,burlingame,2012-07-01,stem
38,NA,68,san francisco,2012-06-27,other
27,mostly anything,70,berkeley,2012-07-01,stem
31,strictly vegetarian,62,san francisco,2012-06-14,other
34,mostly anything,65,south san francisco,2012-03-10,other
42,anything,66,hayward,2012-06-19,other
27,NA,70,san francisco,2012-06-30,other
37,anything,70,san francisco,2012-06-19,other
24,mostly anything,71,san francisco,2012-06-29,other
27,mostly other,68,san carlos,2012-05-13,other
28,mostly vegetarian,64,san francisco,2012-07-01,other
37,NA,66,san francisco,2012-06-29,other
26,NA,69,san francisco,2012-06-14,other
39,anything,54,san francisco,2012-06-30,other
31,NA,66,san francisco,2012-06-30,other
61,NA,67,redwood city,2012-06-29,other
23,NA,69,berkeley,2012-06-24,other
24,NA,65,san francisco,2012-05-24,other
44,NA,63,san francisco,2012-04-23,stem
38,NA,68,el sobrante,2012-06-27,other
33,mostly anything,64,san francisco,2012-07-01,other
31,NA,68,san francisco,2012-06-24,other
47,NA,71,oakland,2012-06-27,stem
34,anything,71,menlo park,2012-06-09,other
29,mostly anything,67,oakland,2012-07-01,other
26,NA,72,san francisco,2012-07-01,other
45,NA,71,berkeley,2012-07-01,other
47,mostly other,74,san francisco,2012-06-30,other
27,NA,64,san francisco,2012-06-12,other
35,mostly anything,66,berkeley,2012-01-01,other
61,mostly anything,61,oakland,2012-06-30,other
28,NA,72,san francisco,2011-09-22,other
24,NA,61,redwood city,2012-06-30,other
37,mostly anything,70,palo alto,2012-06-22,other
42,NA,74,mountain view,2012-06-26,other
65,NA,66,san francisco,2011-09-19,other
29,strictly vegan,72,san francisco,2012-06-28,stem
54,NA,71,san francisco,2012-05-03,other
38,NA,68,san francisco,2012-06-28,other
36,strictly anything,63,pleasant hill,2011-12-27,other
35,NA,69,san francisco,2012-06-30,other
68,mostly anything,72,san francisco,2012-07-01,other
32,anything,69,oakland,2012-06-22,other
28,mostly vegetarian,65,oakland,2011-07-26,other
56,anything,64,berkeley,2012-06-24,other
34,NA,68,oakland,2012-06-29,other
24,NA,67,san francisco,2012-04-29,other
27,mostly anything,67,berkeley,2012-06-26,other
32,NA,66,san francisco,2012-06-30,other
31,NA,64,san francisco,2012-06-25,other
36,NA,70,san francisco,2012-06-26,other
37,NA,64,san francisco,2012-04-11,other
39,NA,63,palo alto,2012-06-29,other
54,NA,66,novato,2012-04-16,other
52,anything,65,alameda,2012-06-29,other
35,mostly anything,69,san francisco,2012-06-29,other
29,mostly anything,72,san francisco,2012-06-30,other
22,NA,70,walnut creek,2012-05-18,other
29,anything,65,san francisco,2012-06-28,stem
26,NA,63,san francisco,2012-06-26,other
30,NA,71,san mateo,2012-07-01,stem
29,NA,68,alameda,2012-06-07,other
25,strictly anything,70,san francisco,2012-07-01,other
33,mostly anything,71,el cerrito,2012-06-30,stem
42,mostly anything,74,oakland,2012-06-29,other
27,strictly vegan,73,oakland,2011-12-30,stem
46,vegetarian,71,redwood city,2012-06-30,other
36,NA,70,san francisco,2012-06-30,other
28,NA,67,berkeley,2012-05-29,stem
34,NA,70,oakland,2012-06-29,other
30,strictly anything,67,oakland,2012-06-30,other
38,mostly anything,64,emeryville,2012-06-27,other
24,mostly anything,69,san francisco,2012-06-28,other
52,strictly anything,69,richmond,2011-12-19,other
31,strictly anything,72,san francisco,2012-06-28,other
31,NA,69,san francisco,2012-06-09,other
25,mostly anything,74,san francisco,2012-07-01,other
29,mostly anything,62,san francisco,2012-06-30,other
27,NA,64,san francisco,2012-06-14,other
28,NA,70,san francisco,2012-06-29,other
29,mostly anything,67,san leandro,2012-04-24,other
51,NA,70,oakland,2012-06-29,other
43,NA,74,oakland,2012-06-26,other
24,mostly anything,76,oakland,2012-06-28,stem
50,NA,74,el sobrante,2011-07-04,other
49,mostly anything,67,san francisco,2012-07-01,other
30,NA,65,berkeley,2012-03-15,other
27,NA,64,san francisco,2012-06-27,other
25,mostly anything,67,palo alto,2012-06-21,other
27,NA,69,san francisco,2012-07-01,other
29,mostly anything,64,san francisco,2012-06-30,other
48,NA,68,oakland,2012-06-20,other
28,mostly anything,68,berkeley,2012-06-30,stem
25,mostly other,72,oakland,2012-06-25,stem
42,anything,74,san francisco,2012-06-19,stem
39,anything,71,san francisco,2012-06-30,other
30,mostly anything,73,berkeley,2012-06-30,other
28,NA,69,san francisco,2012-06-29,stem
29,mostly anything,65,san francisco,2012-06-30,other
48,NA,68,san francisco,2012-06-30,other
27,anything,68,benicia,2012-06-29,other
38,mostly anything,73,menlo park,2012-07-01,stem
29,NA,75,berkeley,2012-03-07,other
48,NA,71,san francisco,2012-06-28,other
26,strictly anything,64,castro valley,2012-07-01,other
35,NA,70,san francisco,2012-06-29,other
28,NA,60,oakland,2012-05-18,other
20,strictly vegetarian,65,san francisco,2011-09-10,other
29,NA,68,oakland,2011-11-22,stem
25,mostly vegetarian,68,redwood city,2011-10-05,other
45,NA,68,san francisco,2012-06-28,other
20,mostly anything,75,san francisco,2012-07-01,other
35,NA,68,san francisco,2012-06-29,other
34,NA,70,san francisco,2012-06-30,other
31,NA,64,san francisco,2012-06-06,other
27,NA,66,san francisco,2012-06-30,other
23,NA,67,mountain view,2012-06-24,other
33,NA,68,oakland,2012-06-30,other
25,strictly anything,81,san francisco,2012-06-30,other
26,mostly anything,64,san francisco,2012-06-30,stem
50,NA,64,richmond,2012-06-30,other
37,NA,60,hercules,2012-07-01,other
34,NA,69,sausalito,2011-12-09,other
24,NA,62,san francisco,2012-07-01,other
24,anything,65,oakland,2012-06-30,other
28,NA,65,oakland,2012-06-29,other
59,mostly anything,62,san rafael,2012-06-20,other
21,vegan,66,oakland,2012-07-01,other
27,NA,68,san francisco,2012-04-14,other
31,NA,70,san francisco,2012-05-28,other
35,anything,70,san francisco,2012-06-29,other
35,mostly anything,67,san francisco,2012-06-25,other
55,anything,71,redwood city,2012-06-30,other
28,NA,60,san francisco,2012-06-26,other
30,mostly anything,74,san francisco,2012-07-01,other
68,NA,71,berkeley,2012-06-26,other
36,NA,69,san francisco,2012-06-26,other
34,NA,69,san francisco,2012-06-24,other
28,strictly anything,64,oakland,2011-10-03,other
42,mostly anything,69,oakland,2012-06-28,stem
27,mostly vegetarian,69,san francisco,2012-06-14,other
47,anything,72,san francisco,2012-06-28,stem
35,anything,66,san francisco,2012-06-30,other
33,NA,72,alameda,2011-09-27,other
25,mostly vegetarian,66,berkeley,2012-06-30,other
29,strictly anything,75,san francisco,2012-06-29,stem
31,mostly anything,71,san francisco,2012-06-26,other
27,mostly anything,77,san mateo,2012-07-01,other
32,mostly anything,70,san francisco,2012-06-29,other
23,mostly anything,71,san francisco,2012-06-30,other
33,strictly anything,70,san francisco,2012-07-01,other
24,strictly anything,62,palo alto,2012-06-29,other
36,mostly vegetarian,64,mill valley,2012-02-03,other
32,NA,61,san francisco,2012-06-21,other
33,mostly anything,66,san bruno,2012-06-24,other
27,mostly anything,70,san francisco,2012-07-01,other
37,strictly anything,75,san francisco,2012-06-30,stem
39,strictly vegetarian,72,redwood city,2012-06-24,other
51,NA,69,palo alto,2012-03-21,other
31,mostly anything,70,san francisco,2012-06-30,stem
27,NA,67,san francisco,2012-06-30,other
43,anything,64,oakland,2012-06-30,other
30,anything,66,san francisco,2012-07-01,stem
28,NA,68,san francisco,2012-07-01,stem
25,NA,65,san francisco,2012-06-21,other
31,mostly anything,72,san francisco,2012-07-01,stem
34,NA,65,berkeley,2012-06-29,other
32,strictly anything,72,oakland,2012-07-01,other
23,mostly vegetarian,66,san francisco,2012-06-30,other
27,mostly anything,70,san francisco,2012-06-19,other
43,strictly vegetarian,70,berkeley,2012-06-25,other
44,mostly other,71,san francisco,2012-05-20,other
28,NA,76,san francisco,2012-04-01,stem
26,mostly other,73,martinez,2012-06-25,other
30,anything,75,oakland,2012-06-29,other
27,NA,71,san francisco,2012-06-24,other
62,anything,74,oakland,2012-02-28,stem
40,strictly anything,74,san francisco,2012-06-28,stem
31,NA,70,san francisco,2012-06-28,other
54,NA,67,san mateo,2012-06-30,other
29,NA,63,san francisco,2011-09-14,other
23,mostly anything,66,san francisco,2012-06-27,other
26,NA,65,san francisco,2012-06-25,stem
31,NA,63,san francisco,2012-06-20,other
22,anything,62,berkeley,2012-06-03,other
28,NA,61,oakland,2011-12-25,stem
28,NA,62,san francisco,2012-06-29,other
28,mostly anything,66,san francisco,2012-06-04,other
38,NA,69,san francisco,2012-06-07,other
29,NA,66,san francisco,2012-06-26,stem
56,NA,67,san francisco,2012-01-24,other
28,anything,69,san francisco,2012-05-26,other
41,NA,68,san francisco,2012-06-30,stem
28,mostly anything,64,san francisco,2012-06-23,other
32,NA,64,redwood city,2012-06-27,other
28,NA,60,san francisco,2012-06-28,other
27,mostly vegetarian,72,san francisco,2012-06-28,other
41,mostly anything,62,san francisco,2012-06-30,other
34,mostly anything,65,san francisco,2011-08-07,other
28,mostly vegetarian,63,san francisco,2012-06-29,other
41,mostly anything,72,san francisco,2012-06-29,other
27,strictly anything,71,el cerrito,2012-06-22,stem
37,NA,66,oakland,2012-06-30,other
28,NA,66,san francisco,2012-06-30,other
22,strictly anything,65,berkeley,2012-05-12,other
29,NA,69,san francisco,2012-06-27,other
44,anything,63,oakland,2012-06-25,other
21,NA,64,south san francisco,2012-06-29,other
25,strictly vegan,60,san francisco,2012-06-30,other
31,anything,65,el sobrante,2012-06-30,other
69,mostly anything,72,richmond,2012-06-30,stem
32,strictly anything,67,san francisco,2012-06-30,stem
36,mostly anything,73,san francisco,2012-06-22,stem
60,NA,68,san rafael,2012-06-30,other
22,mostly anything,70,south san francisco,2011-07-19,other
55,mostly other,69,richmond,2012-06-27,other
26,NA,68,hayward,2012-06-30,other
28,NA,66,albany,2012-06-28,other
25,NA,68,san leandro,2012-04-19,other
20,NA,66,berkeley,2012-06-28,other
32,NA,69,san francisco,2012-06-15,other
20,NA,64,redwood city,2012-04-22,other
54,mostly vegetarian,72,burlingame,2012-06-30,other
23,strictly anything,70,san francisco,2012-06-25,other
27,anything,77,san francisco,2012-04-15,stem
30,strictly anything,68,san francisco,2012-06-30,stem
23,NA,71,daly city,2012-06-26,other
24,NA,72,san francisco,2012-07-01,other
22,NA,66,san francisco,2012-05-23,other
36,NA,62,san francisco,2012-06-26,other
30,mostly anything,70,oakland,2012-06-30,other
28,NA,72,san francisco,2011-11-02,other
27,mostly anything,61,berkeley,2012-07-01,other
27,anything,70,san francisco,2012-07-01,other
24,strictly anything,71,berkeley,2012-06-29,other
38,mostly anything,64,martinez,2012-06-18,other
30,mostly anything,68,vallejo,2012-06-30,other
26,NA,59,pleasant hill,2012-06-30,other
29,mostly vegetarian,68,oakland,2012-06-07,other
33,NA,70,hercules,2012-06-27,other
28,NA,67,alameda,2012-06-20,stem
35,NA,66,san mateo,2012-06-28,stem
39,NA,74,oakland,2012-06-30,other
30,NA,64,san francisco,2012-07-01,other
36,mostly anything,74,oakland,2012-04-07,other
20,mostly anything,62,oakland,2012-06-26,other
25,anything,69,walnut creek,2012-06-30,other
43,mostly anything,65,walnut creek,2012-06-13,other
30,NA,67,san francisco,2012-06-29,other
23,NA,70,vallejo,2012-06-29,other
26,mostly vegetarian,63,san francisco,2012-06-30,other
24,mostly vegetarian,66,san francisco,2012-06-27,other
26,mostly anything,71,alameda,2012-04-29,other
27,mostly anything,71,costa mesa,2012-06-30,other
47,NA,70,san francisco,2012-06-28,other
28,NA,74,los angeles,2012-06-27,stem
29,mostly anything,67,san francisco,2012-06-29,stem
31,anything,72,san francisco,2012-06-26,other
26,anything,71,alameda,2012-06-30,other
42,mostly anything,71,castro valley,2011-06-28,stem
37,strictly vegetarian,71,san francisco,2012-06-19,other
31,NA,73,novato,2012-07-01,other
39,strictly anything,74,berkeley,2012-06-30,other
26,NA,64,berkeley,2012-06-24,other
32,strictly anything,69,berkeley,2012-06-30,other
27,mostly vegetarian,74,san francisco,2012-06-18,other
19,anything,68,san francisco,2012-05-29,other
22,NA,73,san pablo,2012-06-29,other
28,anything,73,san francisco,2012-06-30,other
19,NA,66,san francisco,2012-06-24,other
26,NA,69,san francisco,2012-06-30,other
21,NA,68,san francisco,2012-06-27,other
25,anything,67,san francisco,2012-07-01,other
29,mostly anything,75,san francisco,2012-06-27,other
26,mostly vegetarian,71,san francisco,2012-03-13,stem
28,NA,72,palo alto,2012-06-28,stem
33,strictly anything,70,san francisco,2012-07-01,stem
35,NA,64,san francisco,2012-06-29,other
50,mostly vegetarian,65,alameda,2012-06-22,other
37,mostly anything,64,oakland,2012-06-30,other
33,NA,68,san francisco,2011-11-16,other
41,NA,69,san francisco,2012-06-20,other
35,NA,74,oakland,2012-06-30,other
29,mostly anything,63,menlo park,2012-06-30,other
36,NA,67,san francisco,2011-11-21,other
65,mostly anything,67,san leandro,2012-06-30,other
24,mostly anything,64,mill valley,2012-06-24,other
47,mostly vegetarian,68,san francisco,2012-06-24,other
24,mostly anything,67,san leandro,2012-05-26,other
21,strictly vegetarian,64,berkeley,2012-06-13,other
23,mostly anything,70,stanford,2012-06-30,other
41,mostly anything,67,san francisco,2012-07-01,other
31,mostly anything,66,san francisco,2012-06-30,stem
21,mostly anything,74,san francisco,2012-03-16,other
33,NA,69,san francisco,2012-06-29,other
27,NA,71,berkeley,2012-03-28,stem
40,NA,68,san francisco,2011-09-23,other
24,other,74,san pablo,2012-06-27,other
38,strictly anything,64,berkeley,2012-06-30,stem
27,NA,72,oakland,2012-06-25,other
35,anything,69,san francisco,2012-07-01,other
27,mostly vegetarian,68,oakland,2012-06-30,other
43,NA,68,san rafael,2012-06-04,other
19,vegetarian,68,berkeley,2012-05-26,other
26,mostly anything,70,san francisco,2012-06-19,other
39,mostly anything,67,san francisco,2012-06-30,stem
29,anything,65,san francisco,2012-06-14,stem
20,mostly anything,70,san francisco,2012-06-29,other
28,mostly anything,62,san francisco,2012-06-30,other
34,NA,61,san francisco,2012-06-30,other
47,mostly anything,67,san francisco,2012-06-27,other
32,NA,72,san francisco,2012-06-23,other
39,mostly anything,73,san francisco,2012-07-01,other
26,NA,64,berkeley,2012-06-30,other
23,NA,65,san francisco,2012-06-29,other
30,mostly vegetarian,62,san francisco,2012-06-30,other
33,anything,66,san leandro,2012-06-30,other
22,NA,69,san francisco,2012-05-20,other
29,mostly anything,67,san francisco,2012-06-25,stem
28,mostly anything,71,orinda,2012-06-29,other
20,NA,67,san leandro,2011-10-17,other
41,strictly anything,71,san francisco,2012-06-30,other
25,NA,70,oakland,2012-06-30,other
34,NA,67,south san francisco,2012-06-29,other
29,mostly anything,72,san francisco,2012-06-30,stem
27,mostly anything,67,oakland,2012-04-12,other
26,NA,70,san francisco,2012-03-22,other
26,mostly anything,67,san francisco,2012-06-30,other
30,mostly vegetarian,64,san francisco,2012-06-30,other
34,NA,65,el cerrito,2012-05-08,other
28,NA,60,san francisco,2012-07-01,other
26,strictly anything,71,san francisco,2012-06-30,other
30,NA,72,burlingame,2012-06-30,other
22,NA,69,san francisco,2012-06-26,other
27,anything,73,oakland,2012-06-30,other
32,strictly anything,66,san francisco,2012-06-29,stem
33,anything,68,san francisco,2012-03-06,other
56,anything,67,san leandro,2012-01-09,other
50,NA,67,san francisco,2012-05-14,other
25,mostly anything,70,san francisco,2012-02-23,stem
27,NA,67,berkeley,2012-06-22,other
23,strictly vegetarian,70,oakland,2012-06-25,stem
62,mostly anything,67,richmond,2012-04-07,other
30,NA,61,san francisco,2011-08-08,other
24,NA,64,san rafael,2012-05-12,other
29,NA,70,oakland,2012-07-01,other
35,strictly vegetarian,64,san francisco,2012-03-20,other
21,strictly anything,66,san mateo,2012-04-23,other
50,mostly anything,66,pleasant hill,2012-06-30,other
58,NA,63,san pablo,2012-06-29,other
60,mostly anything,66,oakland,2012-06-30,other
37,mostly anything,69,menlo park,2012-06-15,stem
52,mostly anything,73,oakland,2012-06-29,other
30,mostly vegetarian,69,berkeley,2012-06-29,other
31,anything,67,belmont,2012-06-26,stem
24,strictly anything,66,oakland,2012-06-30,other
35,anything,72,san lorenzo,2012-06-29,other
34,NA,64,emeryville,2012-05-19,other
34,NA,74,san francisco,2012-06-29,stem
39,mostly other,66,san francisco,2012-06-29,other
35,NA,68,oakland,2012-05-30,other
22,mostly anything,67,richmond,2012-06-30,other
30,NA,63,san francisco,2012-06-28,stem
38,mostly anything,65,san francisco,2012-03-19,other
25,anything,64,san francisco,2012-04-06,other
27,NA,64,san francisco,2012-06-29,other
25,NA,67,san francisco,2012-06-28,other
28,NA,60,san francisco,2012-06-25,other
25,NA,68,berkeley,2012-01-27,stem
21,NA,67,daly city,2012-06-28,other
27,mostly vegetarian,68,vallejo,2012-07-01,other
25,mostly vegetarian,76,half moon bay,2011-07-18,other
28,NA,67,san francisco,2012-06-11,other
39,NA,72,san francisco,2012-07-01,other
24,NA,75,san francisco,2012-06-10,other
25,NA,60,san francisco,2012-06-21,other
25,vegetarian,66,oakland,2012-07-01,other
28,other,72,san francisco,2012-06-29,stem
28,mostly anything,70,san francisco,2012-06-15,other
29,NA,70,san francisco,2011-10-01,other
26,mostly vegetarian,73,berkeley,2012-06-30,other
34,mostly anything,70,san francisco,2012-06-30,other
24,NA,71,san francisco,2012-06-30,other
33,NA,69,oakland,2012-06-30,other
26,mostly anything,74,san francisco,2012-06-30,stem
23,strictly anything,64,san francisco,2012-07-01,other
54,NA,70,pleasant hill,2012-06-29,other
30,strictly anything,71,oakland,2012-07-01,other
28,mostly anything,74,san francisco,2012-06-30,stem
36,NA,69,san francisco,2012-05-25,other
19,mostly anything,73,pacifica,2012-06-30,other
32,mostly anything,65,san francisco,2012-06-08,other
26,strictly anything,75,san francisco,2012-06-30,stem
25,NA,67,san mateo,2012-06-29,other
32,NA,66,san mateo,2012-02-05,other
30,NA,74,san francisco,2012-02-19,stem
31,NA,68,oakland,2012-05-24,other
25,mostly anything,66,san francisco,2012-02-26,other
26,mostly anything,74,san francisco,2012-03-08,other
29,NA,72,san francisco,2012-06-30,other
28,mostly anything,70,alameda,2012-07-01,other
33,mostly anything,71,emeryville,2012-06-30,stem
27,strictly vegetarian,68,san francisco,2012-06-26,stem
42,mostly anything,71,san francisco,2012-06-30,other
24,NA,65,san francisco,2012-06-30,other
38,anything,64,san francisco,2012-06-30,other
45,anything,67,pacifica,2012-06-17,other
33,NA,62,emeryville,2011-12-09,other
45,mostly anything,69,oakland,2012-06-30,other
32,mostly anything,65,san francisco,2012-06-30,other
